tconst,parentTconst,seasonNumber,episodeNumber
tt2804344,tt1499518,1.0,62.0
tt2804346,tt1499518,1.0,63.0
tt28043466,tt0210451,1.0,9.0
tt2804348,tt1499518,1.0,64.0
tt28043486,tt0210451,1.0,17.0
tt28043492,tt0210451,1.0,18.0
tt2804350,tt1499518,1.0,65.0
tt2804352,tt1499518,1.0,66.0
tt28043524,tt14120728,1.0,240.0
tt28043534,tt0210451,1.0,16.0
tt2804354,tt1499518,1.0,67.0
tt28043549,tt3175372,15.0,22.0
tt2804356,tt1499518,1.0,68.0
tt2804358,tt1499518,1.0,69.0
tt28043592,tt0210451,1.0,11.0
tt2804360,tt1499518,1.0,70.0
tt2804362,tt1499518,1.0,71.0
tt2804364,tt1499518,1.0,72.0
tt28043657,tt14120728,1.0,241.0
tt2804366,tt1499518,1.0,73.0
tt2804368,tt1499518,1.0,74.0
tt28043690,tt0210451,1.0,8.0
tt28043695,tt0210451,1.0,14.0
tt2804370,tt1499518,1.0,75.0
tt2804372,tt1499518,1.0,76.0
tt28043727,tt21359468,,
tt28043733,tt0210451,1.0,24.0
tt2804374,tt1499518,1.0,77.0
tt28043753,tt22529708,2.0,5.0
tt28043756,tt22529708,2.0,4.0
tt2804376,tt1499518,1.0,78.0
tt2804378,tt1499518,1.0,79.0
tt2804380,tt1499518,1.0,80.0
tt28043800,tt0210451,1.0,25.0
tt2804382,tt1499518,1.0,81.0
tt28043831,tt0210451,1.0,26.0
tt2804384,tt1499518,1.0,82.0
tt2804386,tt1499518,1.0,83.0
tt28043866,tt22529708,2.0,6.0
tt2804388,tt1499518,1.0,84.0
tt28043883,tt0210451,1.0,28.0
tt28043889,tt0210451,1.0,15.0
tt2804390,tt1499518,1.0,85.0
tt2804392,tt1499518,1.0,86.0
tt2804394,tt1499518,1.0,87.0
tt2804396,tt1499518,1.0,88.0
tt28043968,tt0210451,1.0,19.0
tt28043970,tt0210451,1.0,30.0
tt2804398,tt1499518,1.0,89.0
tt28043982,tt3175372,15.0,23.0
tt28043989,tt0210451,1.0,21.0
tt2804400,tt1499518,1.0,90.0
tt2804402,tt1499518,1.0,91.0
tt2804404,tt1499518,1.0,92.0
tt28044048,tt0210451,1.0,34.0
tt28044052,tt0210451,1.0,33.0
tt2804406,tt1499518,1.0,93.0
tt28044064,tt0210451,1.0,27.0
tt2804408,tt1499518,1.0,94.0
tt28044082,tt0210451,1.0,22.0
tt2804410,tt1499518,1.0,95.0
tt28044105,tt0210451,1.0,20.0
tt28044117,tt0210451,1.0,36.0
tt2804412,tt1499518,1.0,96.0
tt2804414,tt1499518,1.0,97.0
tt28044141,tt0210451,1.0,23.0
tt2804416,tt1499518,1.0,98.0
tt28044167,tt0210451,1.0,29.0
tt2804418,tt1499518,1.0,99.0
tt28044193,tt0210451,1.0,38.0
tt2804420,tt1499518,1.0,100.0
tt2804422,tt1499518,1.0,101.0
tt2804424,tt1499518,1.0,102.0
tt2804426,tt1499518,1.0,103.0
tt2804428,tt1499518,1.0,104.0
tt2804430,tt1499518,1.0,105.0
tt28044317,tt0210451,1.0,31.0
tt2804432,tt1499518,1.0,106.0
tt28044335,tt0210451,1.0,32.0
tt2804434,tt1499518,1.0,107.0
tt2804436,tt1499518,1.0,108.0
tt28044371,tt14120728,1.0,242.0
tt2804438,tt1499518,1.0,109.0
tt2804440,tt1499518,1.0,110.0
tt2804442,tt1499518,1.0,111.0
tt2804444,tt1499518,1.0,112.0
tt28044446,tt3175372,15.0,24.0
tt2804446,tt1499518,1.0,113.0
tt2804448,tt1499518,1.0,114.0
tt28044487,tt0210451,1.0,35.0
tt2804450,tt1499518,1.0,115.0
tt28044518,tt0210451,1.0,45.0
tt2804452,tt1499518,1.0,116.0
tt28044531,tt0210451,1.0,40.0
tt2804454,tt1499518,1.0,117.0
tt28044552,tt0210451,1.0,52.0
tt28044557,tt0210451,1.0,37.0
tt2804456,tt1499518,1.0,118.0
tt2804458,tt1499518,1.0,119.0
tt28044582,tt27108882,1.0,64.0
tt2804460,tt1499518,1.0,120.0
tt2804462,tt1499518,1.0,121.0
tt2804464,tt1499518,1.0,122.0
tt28044651,tt0210451,1.0,44.0
tt2804466,tt1499518,1.0,123.0
tt2804468,tt1499518,1.0,124.0
tt28044680,tt0210451,1.0,51.0
tt2804470,tt1499518,1.0,125.0
tt28044710,tt0210451,1.0,48.0
tt2804472,tt1499518,1.0,126.0
tt28044723,tt0210451,1.0,41.0
tt2804474,tt1499518,1.0,127.0
tt28044743,tt0210451,1.0,50.0
tt2804476,tt1499518,1.0,128.0
tt2804478,tt1499518,1.0,129.0
tt28044781,tt0210451,1.0,39.0
tt28044789,tt26936385,3.0,1.0
tt2804480,tt1499518,1.0,130.0
tt28044819,tt0210451,1.0,47.0
tt2804482,tt1499518,1.0,131.0
tt28044831,tt0210451,1.0,49.0
tt28044836,tt0210451,1.0,53.0
tt2804484,tt1499518,1.0,132.0
tt2804486,tt1499518,1.0,133.0
tt28044870,tt0210451,1.0,46.0
tt2804488,tt1499518,1.0,134.0
tt2804490,tt1499518,1.0,135.0
tt2804492,tt1499518,1.0,136.0
tt2804494,tt1499518,1.0,137.0
tt2804496,tt1499518,1.0,138.0
tt28044961,tt0210451,1.0,60.0
tt28044977,tt0210451,1.0,42.0
tt28044978,tt0210451,1.0,55.0
tt2804498,tt1499518,1.0,139.0
tt28044994,tt0210451,1.0,43.0
tt2804500,tt1499518,1.0,140.0
tt2804502,tt1499518,1.0,141.0
tt28045029,tt0210451,1.0,62.0
tt28045037,tt0210451,1.0,57.0
tt2804504,tt1499518,1.0,142.0
tt2804506,tt1499518,1.0,143.0
tt2804508,tt1499518,1.0,144.0
tt2804510,tt1499518,1.0,145.0
tt28045108,tt0210451,1.0,59.0
tt2804512,tt1499518,1.0,146.0
tt2804514,tt1499518,1.0,147.0
tt2804516,tt1499518,1.0,148.0
tt2804518,tt1499518,1.0,149.0
tt2804520,tt1499518,1.0,150.0
tt2804522,tt1499518,1.0,151.0
tt2804524,tt1499518,1.0,152.0
tt28045259,tt0210451,1.0,63.0
tt2804526,tt1499518,1.0,153.0
tt28045261,tt0210451,1.0,54.0
tt28045274,tt0210451,1.0,71.0
tt2804528,tt1321317,1.0,1.0
tt2804530,tt1321317,1.0,2.0
tt28045300,tt3175372,15.0,25.0
tt28045313,tt0210451,1.0,56.0
tt28045315,tt0210451,1.0,81.0
tt28045317,tt0210451,1.0,83.0
tt2804532,tt1321317,1.0,3.0
tt28045320,tt0210451,1.0,80.0
tt28045331,tt0210451,1.0,87.0
tt28045332,tt0210451,1.0,91.0
tt28045335,tt0210451,1.0,88.0
tt2804534,tt1321317,1.0,4.0
tt28045349,tt0210451,1.0,96.0
tt28045352,tt0210451,1.0,95.0
tt2804536,tt1321317,1.0,5.0
tt28045361,tt0210451,1.0,58.0
tt2804538,tt1321317,1.0,6.0
tt28045387,tt0210451,1.0,100.0
tt28045391,tt0210451,1.0,68.0
tt2804540,tt1321317,1.0,7.0
tt28045402,tt0210451,1.0,106.0
tt28045403,tt0210451,1.0,69.0
tt28045414,tt0210451,1.0,110.0
tt28045416,tt0210451,1.0,112.0
tt2804542,tt1321317,1.0,8.0
tt28045430,tt0210451,1.0,70.0
tt28045431,tt0210451,1.0,75.0
tt28045432,tt0210451,1.0,109.0
tt28045433,tt0210451,1.0,73.0
tt2804544,tt1321317,1.0,9.0
tt28045441,tt27487417,,
tt28045445,tt0210451,1.0,118.0
tt28045446,tt0210451,1.0,114.0
tt28045447,tt0210451,1.0,78.0
tt28045448,tt0210451,1.0,115.0
tt28045451,tt0210451,1.0,74.0
tt28045452,tt10171542,,
tt28045453,tt0210451,1.0,82.0
tt28045457,tt0210451,1.0,76.0
tt2804546,tt1321317,1.0,10.0
tt28045460,tt0210451,1.0,130.0
tt28045463,tt0210451,1.0,61.0
tt28045464,tt0210451,1.0,140.0
tt28045466,tt0210451,1.0,85.0
tt28045468,tt0210451,1.0,93.0
tt28045471,tt0210451,1.0,145.0
tt28045472,tt0210451,1.0,92.0
tt28045473,tt0210451,1.0,132.0
tt28045474,tt0210451,1.0,94.0
tt28045475,tt18374172,1.0,4.0
tt28045476,tt0210451,1.0,102.0
tt2804548,tt1321317,1.0,11.0
tt28045480,tt0210451,1.0,147.0
tt28045486,tt0210451,1.0,137.0
tt28045490,tt0210451,1.0,97.0
tt28045491,tt0210451,1.0,105.0
tt28045493,tt0210451,1.0,103.0
tt28045497,tt0210451,1.0,113.0
tt28045499,tt3175372,15.0,26.0
tt2804550,tt1321317,1.0,12.0
tt28045500,tt0210451,1.0,138.0
tt28045505,tt0210451,1.0,99.0
tt28045506,tt0210451,1.0,101.0
tt28045507,tt0212704,1.0,9.0
tt28045511,tt0210451,1.0,124.0
tt28045512,tt0212704,1.0,17.0
tt28045514,tt0210451,1.0,64.0
tt28045515,tt0210451,1.0,104.0
tt28045516,tt0210451,1.0,107.0
tt28045517,tt0210451,1.0,108.0
tt28045518,tt0210451,1.0,111.0
tt2804552,tt1321317,1.0,13.0
tt28045520,tt0210451,1.0,125.0
tt28045521,tt0210451,1.0,133.0
tt28045523,tt0210451,1.0,128.0
tt28045524,tt0212704,1.0,20.0
tt28045526,tt0210451,1.0,135.0
tt28045528,tt0212704,1.0,21.0
tt28045530,tt0210451,1.0,65.0
tt28045533,tt3175372,15.0,27.0
tt28045535,tt0212704,1.0,23.0
tt28045536,tt0210451,1.0,116.0
tt28045537,tt0210451,1.0,136.0
tt28045538,tt0210451,1.0,134.0
tt28045539,tt0210451,1.0,119.0
tt2804554,tt1321317,1.0,14.0
tt28045540,tt0210451,1.0,120.0
tt28045541,tt0210451,1.0,66.0
tt28045542,tt0212704,1.0,26.0
tt28045544,tt0212704,1.0,28.0
tt28045545,tt0210451,1.0,141.0
tt28045547,tt0210451,1.0,139.0
tt28045548,tt0210451,1.0,142.0
tt28045549,tt0210451,1.0,126.0
tt28045551,tt0210451,1.0,127.0
tt28045554,tt0212704,1.0,4.0
tt28045555,tt18374172,2.0,5.0
tt28045557,tt0210451,1.0,131.0
tt28045559,tt0212704,1.0,2.0
tt2804556,tt1321317,1.0,15.0
tt28045560,tt0212704,1.0,38.0
tt28045564,tt0212704,1.0,3.0
tt28045566,tt0212704,1.0,5.0
tt28045567,tt0212704,1.0,16.0
tt28045568,tt0212704,1.0,8.0
tt28045569,tt0212704,1.0,7.0
tt28045570,tt0210451,1.0,67.0
tt28045573,tt0212704,1.0,11.0
tt28045575,tt11608730,,
tt28045576,tt0212704,1.0,27.0
tt28045578,tt0212704,1.0,18.0
tt28045579,tt0212704,1.0,15.0
tt2804558,tt1321317,1.0,16.0
tt28045581,tt0210451,1.0,143.0
tt28045585,tt0212704,1.0,24.0
tt28045591,tt0212704,1.0,33.0
tt28045595,tt0212704,1.0,29.0
tt28045599,tt0210451,1.0,148.0
tt2804560,tt1321317,1.0,17.0
tt28045600,tt11176586,8.0,16.0
tt28045603,tt0212704,1.0,35.0
tt28045606,tt0210451,1.0,150.0
tt28045611,tt0212704,1.0,32.0
tt28045613,tt24515556,1.0,11.0
tt28045614,tt0210451,1.0,72.0
tt28045615,tt11176586,8.0,13.0
tt28045617,tt0212704,1.0,12.0
tt28045618,tt0212704,1.0,13.0
tt2804562,tt1321317,1.0,18.0
tt28045621,tt0210451,1.0,77.0
tt28045622,tt0210451,1.0,79.0
tt28045623,tt0212704,1.0,14.0
tt28045625,tt0212704,1.0,22.0
tt28045626,tt0212704,1.0,25.0
tt28045627,tt0212704,1.0,41.0
tt28045629,tt0212704,1.0,31.0
tt28045630,tt0210451,1.0,84.0
tt28045631,tt0210451,1.0,86.0
tt28045632,tt0210451,1.0,89.0
tt28045633,tt0212704,1.0,34.0
tt28045634,tt0212704,1.0,36.0
tt28045635,tt0210451,1.0,90.0
tt28045637,tt0212704,1.0,42.0
tt28045638,tt0210451,1.0,98.0
tt28045639,tt0210451,1.0,117.0
tt2804564,tt1321317,1.0,19.0
tt28045640,tt0210451,1.0,121.0
tt28045641,tt0210451,1.0,122.0
tt28045642,tt0210451,1.0,123.0
tt28045643,tt0210451,1.0,129.0
tt28045644,tt0210451,1.0,144.0
tt28045645,tt0210451,1.0,146.0
tt28045646,tt0210451,1.0,149.0
tt28045649,tt0212704,1.0,6.0
tt28045650,tt0212704,1.0,10.0
tt28045651,tt11176586,8.0,14.0
tt28045652,tt0212704,1.0,19.0
tt28045655,tt0212704,1.0,30.0
tt28045656,tt0212704,1.0,37.0
tt28045657,tt0212704,1.0,40.0
tt2804566,tt1321317,1.0,20.0
tt28045663,tt0212704,1.0,44.0
tt28045664,tt0212704,1.0,43.0
tt28045665,tt0212704,1.0,45.0
tt28045667,tt0212704,1.0,46.0
tt28045668,tt0212704,1.0,47.0
tt28045669,tt0212704,1.0,49.0
tt28045670,tt0212704,1.0,48.0
tt28045674,tt0212704,1.0,50.0
tt28045675,tt11176586,8.0,19.0
tt28045676,tt0212704,1.0,52.0
tt28045677,tt0212704,1.0,53.0
tt28045678,tt0212704,1.0,51.0
tt28045679,tt0212704,1.0,54.0
tt2804568,tt1321317,1.0,21.0
tt28045681,tt0212704,1.0,56.0
tt28045682,tt0212704,1.0,55.0
tt28045686,tt0212704,1.0,57.0
tt28045687,tt0212704,1.0,58.0
tt28045689,tt0212704,1.0,59.0
tt28045690,tt0212704,1.0,60.0
tt28045691,tt0212704,1.0,61.0
tt28045693,tt0212704,1.0,62.0
tt28045694,tt0212704,1.0,63.0
tt28045695,tt0212704,1.0,64.0
tt28045696,tt0212704,1.0,65.0
tt28045697,tt0212704,1.0,66.0
tt2804570,tt1321317,1.0,22.0
tt28045701,tt0212704,1.0,67.0
tt28045702,tt0212704,1.0,68.0
tt28045706,tt0212704,1.0,69.0
tt28045707,tt0212704,1.0,70.0
tt28045708,tt0212704,1.0,71.0
tt28045710,tt0212704,1.0,72.0
tt28045711,tt0212704,1.0,73.0
tt28045712,tt0212704,1.0,74.0
tt28045715,tt0212704,1.0,75.0
tt28045717,tt0212704,1.0,76.0
tt28045718,tt0212704,1.0,77.0
tt2804572,tt1321317,1.0,24.0
tt28045720,tt0212704,1.0,78.0
tt28045721,tt0212704,1.0,79.0
tt28045722,tt0212704,1.0,80.0
tt28045723,tt0212704,1.0,81.0
tt28045725,tt0212704,1.0,82.0
tt28045726,tt0212704,1.0,83.0
tt28045728,tt0212704,1.0,84.0
tt28045729,tt21102560,6.0,5.0
tt28045732,tt11176586,8.0,20.0
tt28045736,tt15555896,1.0,4.0
tt2804574,tt1321317,1.0,25.0
tt2804576,tt1321317,1.0,26.0
tt2804578,tt1321317,1.0,27.0
tt2804580,tt1321317,1.0,28.0
tt2804582,tt1321317,1.0,29.0
tt2804584,tt1321317,1.0,30.0
tt2804586,tt1321317,1.0,31.0
tt2804588,tt1321317,1.0,32.0
tt2804590,tt1321317,1.0,33.0
tt2804592,tt1321317,1.0,34.0
tt28045938,tt11176586,8.0,22.0
tt2804594,tt1321317,1.0,35.0
tt2804596,tt1321317,1.0,36.0
tt2804598,tt1321317,1.0,37.0
tt2804600,tt1321317,1.0,38.0
tt2804602,tt1321317,1.0,39.0
tt2804604,tt1321317,1.0,40.0
tt2804606,tt1321317,1.0,41.0
tt2804608,tt1321317,1.0,42.0
tt2804610,tt1321317,1.0,43.0
tt2804612,tt1321317,1.0,44.0
tt2804614,tt1321317,1.0,45.0
tt2804616,tt1321317,1.0,46.0
tt2804618,tt1321317,1.0,47.0
tt2804620,tt1321317,1.0,48.0
tt2804622,tt1321317,1.0,49.0
tt2804624,tt1321317,1.0,50.0
tt2804626,tt1321317,1.0,51.0
tt2804628,tt1321317,1.0,52.0
tt2804630,tt1321317,1.0,53.0
tt28046308,tt27592552,1.0,1.0
tt2804632,tt1321317,1.0,54.0
tt2804634,tt1321317,1.0,55.0
tt2804636,tt1321317,1.0,56.0
tt2804638,tt1321317,1.0,57.0
tt2804640,tt1321317,1.0,58.0
tt28046417,tt27592552,1.0,2.0
tt2804642,tt1321317,1.0,59.0
tt2804644,tt1321317,1.0,60.0
tt2804646,tt1321317,1.0,61.0
tt2804648,tt1321317,1.0,62.0
tt28046483,tt27592552,1.0,3.0
tt2804650,tt1321317,1.0,63.0
tt2804652,tt1321317,1.0,64.0
tt2804654,tt1321317,1.0,65.0
tt2804656,tt1321317,1.0,66.0
tt2804658,tt1321317,1.0,67.0
tt2804660,tt1321317,1.0,68.0
tt2804662,tt1321317,1.0,69.0
tt2804664,tt1321317,1.0,70.0
tt2804666,tt1321317,1.0,71.0
tt2804668,tt1321317,1.0,72.0
tt28046694,tt27592552,1.0,4.0
tt2804670,tt1321317,1.0,73.0
tt2804672,tt1321317,1.0,74.0
tt2804674,tt1321317,1.0,75.0
tt2804676,tt1321317,1.0,76.0
tt2804678,tt1321317,1.0,77.0
tt28046785,tt27592552,1.0,5.0
tt28046786,tt27943496,,
tt2804680,tt1321317,1.0,78.0
tt2804682,tt1321317,1.0,79.0
tt2804684,tt1321317,1.0,80.0
tt2804686,tt1321317,1.0,81.0
tt28046874,tt27943496,,
tt2804688,tt1321317,1.0,82.0
tt2804690,tt1321317,1.0,83.0
tt2804692,tt1321317,1.0,84.0
tt28046926,tt27592552,1.0,6.0
tt2804694,tt1321317,1.0,85.0
tt28046941,tt27943496,,
tt2804696,tt1321317,1.0,86.0
tt28046970,tt27943496,,
tt2804698,tt1321317,1.0,87.0
tt2804700,tt1321317,1.0,88.0
tt2804702,tt1321317,1.0,89.0
tt28047025,tt27943496,,
tt2804704,tt1321317,1.0,90.0
tt2804706,tt1321317,1.0,91.0
tt2804708,tt1321317,1.0,92.0
tt28047099,tt27592552,1.0,7.0
tt2804710,tt1321317,1.0,93.0
tt2804712,tt1321317,1.0,94.0
tt2804714,tt1321317,1.0,95.0
tt2804716,tt1321317,1.0,96.0
tt2804718,tt1321317,1.0,97.0
tt28047185,tt27592552,1.0,8.0
tt2804720,tt1321317,1.0,98.0
tt28047206,tt13853152,1.0,686.0
tt2804722,tt1321317,1.0,99.0
tt2804724,tt1321317,1.0,100.0
tt2804726,tt1321317,1.0,101.0
tt2804728,tt1321317,1.0,102.0
tt28047296,tt20872936,1.0,317.0
tt2804730,tt1321317,1.0,103.0
tt2804732,tt1321317,1.0,104.0
tt2804734,tt1321317,1.0,105.0
tt2804736,tt1321317,1.0,106.0
tt2804738,tt1321317,1.0,107.0
tt2804740,tt1321317,1.0,108.0
tt2804742,tt1321317,1.0,109.0
tt2804744,tt1321317,1.0,110.0
tt2804746,tt1321317,1.0,111.0
tt2804748,tt1321317,1.0,112.0
tt2804750,tt1321317,1.0,113.0
tt2804752,tt1321317,1.0,114.0
tt2804754,tt1321317,1.0,115.0
tt2804756,tt1321317,1.0,116.0
tt2804758,tt1321317,1.0,117.0
tt2804760,tt1321317,1.0,118.0
tt2804762,tt1321317,1.0,119.0
tt2804764,tt1321317,1.0,120.0
tt2804766,tt1321317,1.0,121.0
tt2804768,tt1321317,1.0,122.0
tt2804770,tt1321317,1.0,123.0
tt2804772,tt1321317,1.0,124.0
tt2804774,tt1321317,1.0,125.0
tt2804776,tt1321317,1.0,126.0
tt2804778,tt1321317,1.0,127.0
tt2804780,tt1321317,1.0,128.0
tt2804782,tt1321317,1.0,129.0
tt28047836,tt0456801,,
tt2804784,tt1321317,1.0,130.0
tt2804786,tt1321317,1.0,131.0
tt2804788,tt1321317,1.0,132.0
tt2804790,tt1321317,1.0,133.0
tt2804792,tt1321317,1.0,134.0
tt2804794,tt1321317,1.0,135.0
tt2804796,tt1321317,1.0,136.0
tt2804798,tt1321317,1.0,137.0
tt2804800,tt1321317,1.0,138.0
tt2804802,tt1321317,1.0,139.0
tt2804804,tt1321317,1.0,140.0
tt2804806,tt1321317,1.0,141.0
tt2804808,tt1321317,1.0,142.0
tt2804810,tt1321317,1.0,143.0
tt2804812,tt1321317,1.0,144.0
tt2804814,tt1321317,1.0,145.0
tt2804816,tt1321317,1.0,146.0
tt2804818,tt1321317,1.0,147.0
tt2804820,tt1321317,1.0,148.0
tt2804822,tt1321317,1.0,149.0
tt2804824,tt1321317,1.0,150.0
tt2804826,tt1321317,1.0,151.0
tt2804828,tt1321317,1.0,152.0
tt28048285,tt8671188,,
tt2804830,tt1321317,1.0,153.0
tt2804832,tt1321317,1.0,154.0
tt2804834,tt1321317,1.0,155.0
tt28048346,tt27990755,,
tt2804836,tt1321317,1.0,156.0
tt2804838,tt1321317,1.0,157.0
tt2804840,tt1321317,1.0,158.0
tt28048414,tt27990755,,
tt2804842,tt1321317,1.0,159.0
tt2804844,tt1321317,1.0,160.0
tt2804846,tt1321317,1.0,161.0
tt2804848,tt1321317,1.0,162.0
tt2804850,tt1321317,1.0,163.0
tt2804852,tt1321317,1.0,164.0
tt2804854,tt1321317,1.0,165.0
tt2804856,tt1321317,1.0,166.0
tt2804858,tt1321317,1.0,167.0
tt2804860,tt1321317,1.0,168.0
tt2804862,tt1321317,1.0,169.0
tt2804864,tt1321317,1.0,170.0
tt2804866,tt1321317,1.0,171.0
tt2804868,tt1321317,1.0,172.0
tt2804870,tt1321317,1.0,173.0
tt2804872,tt1321317,1.0,174.0
tt2804874,tt1321317,1.0,175.0
tt2804876,tt1321317,1.0,176.0
tt2804878,tt1321317,1.0,177.0
tt2804880,tt1321317,1.0,178.0
tt2804882,tt1321317,1.0,179.0
tt2804884,tt1321317,1.0,180.0
tt2804886,tt1584454,,
tt2804898,tt2782810,1.0,4.0
tt2804900,tt0177046,1.0,6.0
tt2804902,tt2782810,1.0,30.0
tt2804906,tt2249007,1.0,6.0
tt2804908,tt2782810,2.0,1.0
tt2804910,tt2782810,3.0,1.0
tt2804914,tt2782810,4.0,2.0
tt2804918,tt2782810,5.0,1.0
tt2804920,tt2782810,6.0,3.0
tt2804922,tt2782810,1.0,6.0
tt2804930,tt1954071,2.0,5.0
tt2804932,tt1219024,5.0,21.0
tt2804934,tt1954071,2.0,6.0
tt2804936,tt2485982,1.0,3.0
tt2804940,tt1954071,2.0,7.0
tt2804942,tt2188056,1.0,5.0
tt28049432,tt5612304,3.0,5.0
tt2804944,tt2188056,1.0,6.0
tt2804946,tt2188056,1.0,7.0
tt2804948,tt1958257,1.0,103.0
tt2804950,tt2188056,1.0,8.0
tt2804952,tt1958257,1.0,101.0
tt2804954,tt1958257,1.0,102.0
tt2804956,tt1958257,1.0,107.0
tt2804958,tt1958257,1.0,104.0
tt2804960,tt1958257,1.0,106.0
tt28049613,tt0247880,,
tt2804962,tt1958257,1.0,109.0
tt2804964,tt1958257,1.0,105.0
tt2804966,tt1958257,1.0,112.0
tt2804968,tt1958257,1.0,108.0
tt2804970,tt1958257,1.0,110.0
tt28049710,tt27419542,1.0,3.0
tt2804972,tt1958257,1.0,113.0
tt2804974,tt1958257,1.0,111.0
tt2804976,tt1958257,1.0,115.0
tt2804978,tt1958257,1.0,114.0
tt2804980,tt1958257,1.0,116.0
tt2804982,tt1958257,1.0,117.0
tt2804984,tt1958257,1.0,119.0
tt2804986,tt1958257,1.0,118.0
tt2804990,tt2148710,3.0,9.0
tt2804996,tt2787030,1.0,1.0
tt2804998,tt2787030,1.0,2.0
tt2805000,tt2787030,1.0,3.0
tt2805004,tt0159881,29.0,139.0
tt2805006,tt2787030,1.0,4.0
tt2805008,tt0072584,30.0,139.0
tt2805010,tt2787030,1.0,5.0
tt2805012,tt0426701,,
tt2805014,tt2787030,1.0,6.0
tt2805018,tt2787030,1.0,7.0
tt2805022,tt2787030,1.0,8.0
tt2805024,tt2787030,1.0,10.0
tt2805026,tt2787030,1.0,9.0
tt2805030,tt2787030,1.0,11.0
tt2805034,tt2787030,1.0,12.0
tt2805036,tt2787030,1.0,13.0
tt2805038,tt2530748,1.0,10.0
tt28050384,tt27419542,1.0,5.0
tt28050414,tt27419542,1.0,4.0
tt2805042,tt2787030,1.0,14.0
tt2805048,tt2787030,1.0,15.0
tt2805052,tt2787030,1.0,16.0
tt2805054,tt2787030,1.0,17.0
tt2805074,tt2776788,1.0,1.0
tt2805076,tt0056758,1.0,12775.0
tt2805078,tt2776788,1.0,2.0
tt2805080,tt2776788,1.0,3.0
tt2805094,tt0112044,4.0,17.0
tt2805098,tt0112044,4.0,18.0
tt2805102,tt0112044,4.0,19.0
tt2805106,tt2559314,2.0,13.0
tt28051075,tt27419542,1.0,6.0
tt2805108,tt1489428,5.0,1.0
tt2805114,tt0112044,4.0,20.0
tt2805116,tt0271910,,
tt2805120,tt0271910,15.0,1.0
tt2805122,tt0112044,4.0,21.0
tt28051245,tt27990950,1.0,4.0
tt2805130,tt1659899,,
tt28051311,tt27419542,1.0,7.0
tt2805132,tt1548850,5.0,1.0
tt2805134,tt0112044,4.0,23.0
tt2805138,tt0460681,8.0,22.0
tt2805140,tt0460681,8.0,23.0
tt2805142,tt0112044,4.0,24.0
tt2805148,tt0112044,4.0,25.0
tt28051515,tt21651048,3.0,7.0
tt2805152,tt0112044,4.0,26.0
tt28051575,tt23105344,1.0,4.0
tt2805158,tt0112044,4.0,28.0
tt2805162,tt0930831,,
tt28051638,tt11565770,4.0,115.0
tt28051650,tt27419542,1.0,8.0
tt2805170,tt0112044,4.0,29.0
tt2805174,tt2784406,1.0,1.0
tt28051746,tt9165512,6.0,10.0
tt2805178,tt2797350,1.0,1.0
tt2805180,tt2797350,1.0,2.0
tt2805182,tt0112044,4.0,30.0
tt2805186,tt2797350,1.0,3.0
tt2805188,tt0112044,4.0,31.0
tt28051897,tt27419542,1.0,9.0
tt2805194,tt2797350,1.0,4.0
tt2805206,tt2835554,,
tt2805208,tt0217211,17.0,131.0
tt28052105,tt23105344,1.0,5.0
tt2805212,tt2835554,,
tt28052124,tt23105344,1.0,6.0
tt2805216,tt2567816,1.0,26.0
tt28052164,tt23105344,1.0,7.0
tt2805218,tt0112004,1.0,3569.0
tt28052194,tt23105344,1.0,8.0
tt2805222,tt0112004,1.0,3570.0
tt2805224,tt0112044,4.0,35.0
tt28052257,tt27419542,1.0,10.0
tt2805226,tt2264640,1.0,162.0
tt2805232,tt1034372,4.0,1.0
tt2805236,tt0112044,4.0,36.0
tt2805244,tt0988824,1.0,306.0
tt2805248,tt1398889,2.0,7.0
tt28052510,tt27419542,1.0,11.0
tt2805256,tt0112044,4.0,38.0
tt2805260,tt0970821,,
tt2805266,tt0112044,4.0,39.0
tt2805284,tt2781594,1.0,21.0
tt2805286,tt2781594,1.0,22.0
tt2805288,tt2781594,1.0,23.0
tt2805292,tt2781594,1.0,24.0
tt28053031,tt11760926,,
tt28053043,tt11760926,,
tt28053197,tt12279142,,
tt2805322,tt2782810,1.0,2.0
tt2805324,tt0155446,5.0,13.0
tt28053251,tt11760926,,
tt28053255,tt0266158,2.0,3.0
tt28053266,tt11760926,,
tt28053297,tt27762890,1.0,8.0
tt28053298,tt0054560,2.0,268.0
tt28053310,tt27418288,1.0,11.0
tt28053323,tt26936385,3.0,3.0
tt28053327,tt11760926,,
tt28053334,tt5820950,9.0,2.0
tt28053347,tt27990950,1.0,5.0
tt28053352,tt0054560,2.0,269.0
tt28053356,tt26936385,3.0,2.0
tt2805336,tt1837576,2.0,19.0
tt28053362,tt26660432,1.0,2.0
tt28053371,tt11760926,,
tt2805338,tt1837576,2.0,21.0
tt28053382,tt12279142,,
tt28053386,tt12279142,,
tt2805342,tt1043199,5.0,4.0
tt2805344,tt1837576,2.0,22.0
tt28053458,tt26936385,3.0,4.0
tt28053459,tt27990950,1.0,6.0
tt2805350,tt0096597,6.0,152.0
tt2805354,tt0096597,6.0,151.0
tt2805358,tt2555724,1.0,1.0
tt28053615,tt26936385,3.0,5.0
tt28053617,tt28024274,1.0,1.0
tt2805362,tt0329824,7.0,168.0
tt2805364,tt0379623,10.0,133.0
tt28053641,tt13667578,1.0,5.0
