tconst,parentTconst,seasonNumber,episodeNumber
tt28080398,tt13587184,,
tt28080400,tt25274256,1.0,197.0
tt28080407,tt6324330,4.0,20.0
tt28080416,tt2908778,,
tt28080420,tt28080160,,
tt28080421,tt22094430,,
tt28080425,tt7442026,,
tt28080426,tt25274256,1.0,196.0
tt28080428,tt22094430,,
tt28080432,tt28080160,,
tt28080436,tt0231035,,
tt28080442,tt21241550,,
tt28080474,tt11465472,,
tt28080478,tt27623081,1.0,2.0
tt28080479,tt27623081,1.0,3.0
tt2808048,tt0065335,,
tt28080492,tt26748909,1.0,9.0
tt28080496,tt26748909,1.0,10.0
tt28080499,tt18765034,,
tt28080505,tt4367278,,
tt28080538,tt24013752,2.0,33.0
tt28080540,tt25502742,1.0,107.0
tt28080541,tt28080160,,
tt28080552,tt28080160,,
tt28080557,tt28080160,,
tt28080559,tt28080160,,
tt28080568,tt28080160,,
tt28080571,tt28080160,,
tt28080573,tt13777138,1.0,555.0
tt28080579,tt25274256,1.0,195.0
tt28080585,tt0482346,,
tt28080597,tt27662525,1.0,28.0
tt28080607,tt28080160,,
tt28080609,tt28080160,,
tt28080616,tt28080160,,
tt28080617,tt24059730,1.0,91.0
tt28080619,tt23651372,1.0,156.0
tt28080620,tt27169954,,
tt28080623,tt15237890,,
tt28080658,tt13212208,,
tt28080668,tt13573540,,
tt28080685,tt28080160,,
tt28080710,tt28080160,,
tt2808072,tt2177647,1.0,12.0
tt28080723,tt27619784,1.0,34.0
tt28080724,tt27169954,,
tt28080725,tt27619784,1.0,35.0
tt28080726,tt28080160,,
tt28080730,tt28029977,1.0,1.0
tt28080734,tt28029977,1.0,2.0
tt28080737,tt28029977,1.0,3.0
tt28080738,tt10752770,6.0,3.0
tt28080741,tt14738480,3.0,24.0
tt28080742,tt28029977,1.0,4.0
tt28080743,tt6459140,,
tt28080745,tt28080160,,
tt28080746,tt28029977,1.0,5.0
tt28080751,tt28029977,1.0,6.0
tt28080757,tt28029977,1.0,7.0
tt2808076,tt2223905,2.0,1.0
tt28080761,tt28080160,,
tt28080762,tt28029977,1.0,8.0
tt28080767,tt28029977,1.0,9.0
tt28080771,tt28080160,,
tt28080773,tt27898248,1.0,8.0
tt28080776,tt28029977,1.0,10.0
tt2808078,tt2177647,1.0,13.0
tt28080787,tt28029977,1.0,11.0
tt2808080,tt0318251,39.0,13.0
tt28080814,tt28080160,,
tt28080815,tt28029977,1.0,12.0
tt28080827,tt28029977,1.0,13.0
tt28080868,tt7078566,9.0,24.0
tt28080905,tt11428002,,
tt28080911,tt27469921,1.0,1.0
tt28080913,tt10324336,,
tt28080918,tt13212208,,
tt28080921,tt28080160,,
tt28080927,tt11465274,,
tt28080929,tt28080160,,
tt28080932,tt27754044,,
tt28080933,tt11465274,,
tt28080941,tt11465274,,
tt28080943,tt28080160,,
tt28080945,tt15414304,,
tt28080946,tt10975964,,
tt28080948,tt15414120,,
tt28080949,tt28080160,,
tt28080952,tt28080160,,
tt28080954,tt27169954,,
tt28080955,tt18412104,,
tt28080956,tt9585268,,
tt28080960,tt7401338,1.0,1.0
tt28080962,tt13212110,,
tt28080964,tt7401338,1.0,2.0
tt28080969,tt7401338,1.0,3.0
tt28080970,tt11465274,,
tt28080972,tt7401338,1.0,4.0
tt28080973,tt13016298,,
tt28080974,tt9585268,,
tt28080976,tt25420858,,
tt28080977,tt25274256,1.0,194.0
tt28080978,tt28080665,1.0,1.0
tt2808098,tt2613206,1.0,4.0
tt28080980,tt14874844,3.0,2.0
tt28080981,tt14874844,3.0,3.0
tt28080984,tt14874844,3.0,4.0
tt28080985,tt23900678,,
tt28080986,tt25420858,,
tt28080987,tt14874844,3.0,5.0
tt28080991,tt13212110,,
tt28080992,tt14874844,3.0,6.0
tt28080996,tt14874844,3.0,7.0
tt28080998,tt14874844,3.0,8.0
tt28081000,tt28080665,1.0,2.0
tt28081002,tt11465274,,
tt28081010,tt10483062,,
tt28081012,tt9483192,,
tt28081013,tt11465274,,
tt28081014,tt9483192,,
tt28081015,tt9483192,,
tt28081016,tt11759280,,
tt28081018,tt26897146,,
tt28081019,tt11465472,,
tt28081020,tt11827352,,
tt28081023,tt0044265,1.0,1861.0
tt28081025,tt0044265,1.0,1863.0
tt28081026,tt0044265,1.0,1862.0
tt28081027,tt0044265,1.0,1864.0
tt28081028,tt0044265,1.0,1865.0
tt28081030,tt0044265,1.0,1866.0
tt28081031,tt0044265,1.0,1868.0
tt28081032,tt0044265,1.0,1867.0
tt28081033,tt0044265,1.0,1869.0
tt28081034,tt0044265,1.0,1870.0
tt28081035,tt0044265,1.0,1872.0
tt28081036,tt0044265,1.0,1871.0
tt28081037,tt0044265,1.0,1873.0
tt28081038,tt0044265,1.0,1874.0
tt28081039,tt11827352,,
tt2808104,tt2613206,1.0,5.0
tt28081040,tt0044265,1.0,1876.0
tt28081041,tt0044265,1.0,1875.0
tt28081042,tt0044265,1.0,1877.0
tt28081043,tt0044265,1.0,1878.0
tt28081044,tt0044265,1.0,1879.0
tt28081046,tt0044265,1.0,1880.0
tt28081047,tt0044265,1.0,1881.0
tt28081048,tt0044265,1.0,1882.0
tt28081049,tt0044265,1.0,1883.0
tt28081051,tt0044265,1.0,1884.0
tt28081053,tt0044265,1.0,1885.0
tt28081055,tt0044265,1.0,1886.0
tt28081056,tt0044265,1.0,1888.0
tt28081057,tt0044265,1.0,1887.0
tt28081058,tt0044265,1.0,1889.0
tt2808106,tt2105106,,
tt28081063,tt11827352,,
tt28081064,tt10574178,,
tt28081065,tt0044265,1.0,1891.0
tt28081066,tt0044265,1.0,1890.0
tt28081067,tt0044265,1.0,1892.0
tt28081068,tt0044265,1.0,1893.0
tt28081069,tt0044265,1.0,1894.0
tt28081070,tt0044265,1.0,1895.0
tt28081071,tt0044265,1.0,1896.0
tt28081075,tt0044265,1.0,1897.0
tt28081076,tt0044265,1.0,1898.0
tt28081078,tt16757524,1.0,33.0
tt28081079,tt0044265,1.0,1899.0
tt2808108,tt2613206,1.0,6.0
tt28081080,tt0044265,1.0,1900.0
tt28081082,tt0044265,1.0,1901.0
tt28081083,tt0044265,1.0,1902.0
tt28081085,tt0044265,1.0,1904.0
tt28081086,tt0044265,1.0,1903.0
tt28081089,tt0044265,1.0,1905.0
tt28081090,tt0044265,1.0,1906.0
tt28081091,tt0044265,1.0,1907.0
tt28081092,tt0044265,1.0,1908.0
tt28081093,tt0044265,1.0,1909.0
tt28081099,tt0044265,1.0,1910.0
tt28081100,tt0044265,1.0,1911.0
tt28081102,tt0044265,1.0,1912.0
tt28081103,tt0044265,1.0,1914.0
tt28081104,tt0044265,1.0,1913.0
tt28081106,tt0044265,1.0,1915.0
tt28081108,tt0044265,1.0,1916.0
tt28081109,tt10324336,,
tt28081111,tt0044265,1.0,1917.0
tt28081112,tt0044265,1.0,1918.0
tt28081113,tt0044265,1.0,1919.0
tt28081115,tt0044265,1.0,1920.0
tt2808112,tt2613206,1.0,8.0
tt28081130,tt18412104,,
tt28081132,tt0044265,1.0,1922.0
tt28081133,tt0044265,1.0,1921.0
tt28081135,tt0044265,1.0,1923.0
tt28081137,tt0044265,1.0,1924.0
tt28081141,tt0044265,1.0,1925.0
tt28081143,tt16757524,1.0,34.0
tt28081147,tt0044265,1.0,1926.0
tt28081148,tt0044265,1.0,1927.0
tt28081149,tt0044265,1.0,1928.0
tt28081150,tt0044265,1.0,1929.0
tt28081151,tt0044265,1.0,1930.0
tt28081155,tt0044265,1.0,1932.0
tt28081157,tt11772730,,
tt28081158,tt0044265,1.0,1933.0
tt28081159,tt0044265,1.0,1934.0
tt2808116,tt2613206,1.0,7.0
tt28081161,tt0044265,1.0,1936.0
tt28081162,tt0044265,1.0,1935.0
tt28081163,tt0044265,1.0,1937.0
tt28081165,tt0044265,1.0,1938.0
tt28081167,tt16757524,1.0,35.0
tt28081169,tt0044265,1.0,1939.0
tt28081172,tt11772730,,
tt28081174,tt0044265,1.0,1940.0
tt28081176,tt0044265,1.0,1942.0
tt28081177,tt0044265,1.0,1941.0
tt28081179,tt0044265,1.0,1944.0
tt28081180,tt0044265,1.0,1943.0
tt28081181,tt0044265,1.0,1945.0
tt28081182,tt0044265,1.0,1946.0
tt28081184,tt0044265,1.0,1947.0
tt28081185,tt0044265,1.0,1948.0
tt28081186,tt0044265,1.0,1949.0
tt28081188,tt11772730,,
tt28081191,tt0044265,1.0,1950.0
tt28081193,tt16757524,1.0,36.0
tt28081197,tt16757524,1.0,37.0
tt28081199,tt0044265,1.0,1951.0
tt28081200,tt27169954,,
tt28081201,tt11772730,,
tt28081202,tt0044265,1.0,1952.0
tt28081203,tt0044265,1.0,1953.0
tt28081204,tt0044265,1.0,1954.0
tt28081205,tt0044265,1.0,1955.0
tt28081207,tt0044265,1.0,1956.0
tt28081208,tt0044265,1.0,1958.0
tt28081209,tt0044265,1.0,1957.0
tt28081211,tt0044265,1.0,1959.0
tt28081212,tt16757524,1.0,38.0
tt28081216,tt0044265,1.0,1961.0
tt28081217,tt0044265,1.0,1960.0
tt28081218,tt26738025,,
tt28081219,tt0044265,1.0,1963.0
tt2808122,tt0341708,,
tt28081220,tt0044265,1.0,1962.0
tt28081222,tt16757524,1.0,39.0
tt28081223,tt0044265,1.0,1964.0
tt28081224,tt0044265,1.0,1966.0
tt28081225,tt0044265,1.0,1965.0
tt28081227,tt0044265,1.0,1967.0
tt28081229,tt0044265,1.0,1968.0
tt28081230,tt0044265,1.0,1969.0
tt28081231,tt0044265,1.0,1970.0
tt28081232,tt0044265,1.0,1971.0
tt28081233,tt0044265,1.0,1972.0
tt28081234,tt28080936,1.0,1.0
tt28081235,tt0044265,1.0,1973.0
tt28081236,tt0044265,1.0,1974.0
tt28081237,tt0044265,1.0,1975.0
tt28081239,tt0044265,1.0,1976.0
tt2808124,tt2613206,1.0,10.0
tt28081240,tt0044265,1.0,1977.0
tt28081241,tt18376400,1.0,29.0
tt28081242,tt0044265,1.0,1978.0
tt28081243,tt0044265,1.0,1979.0
tt28081244,tt16757524,1.0,40.0
tt28081245,tt0044265,1.0,1980.0
tt28081246,tt0044265,1.0,1982.0
tt28081247,tt0044265,1.0,1981.0
tt28081248,tt0044265,1.0,1983.0
tt28081249,tt0044265,1.0,1985.0
tt28081250,tt0044265,1.0,1984.0
tt28081251,tt0044265,1.0,1986.0
tt28081252,tt28080665,1.0,3.0
tt28081253,tt0044265,1.0,1987.0
tt28081254,tt0044265,1.0,1988.0
tt28081255,tt16757524,1.0,41.0
tt28081256,tt0044265,1.0,1989.0
tt28081257,tt0044265,1.0,1990.0
tt28081258,tt0044265,1.0,1992.0
tt28081259,tt0044265,1.0,1991.0
tt2808126,tt0177440,13.0,62.0
tt28081260,tt0044265,1.0,1994.0
tt28081261,tt0044265,1.0,1993.0
tt28081262,tt18376400,1.0,30.0
tt28081263,tt0044265,1.0,1995.0
tt28081264,tt0044265,1.0,1996.0
tt28081268,tt0044265,1.0,1997.0
tt28081269,tt0044265,1.0,1999.0
tt28081270,tt16757524,1.0,42.0
tt28081271,tt0044265,1.0,1998.0
tt28081272,tt0044265,1.0,2000.0
tt28081274,tt28081050,1.0,1.0
tt28081276,tt18376400,1.0,31.0
tt28081277,tt28080665,1.0,4.0
tt28081278,tt28080936,1.0,2.0
tt28081279,tt16757524,1.0,43.0
tt2808128,tt0177440,13.0,63.0
tt28081281,tt18376400,1.0,32.0
tt28081282,tt28081050,1.0,2.0
tt28081283,tt28080936,1.0,3.0
tt28081285,tt16757524,1.0,44.0
tt28081289,tt18376400,1.0,33.0
tt28081290,tt28081050,1.0,3.0
tt28081292,tt16757524,1.0,45.0
tt28081293,tt28080429,,
tt28081294,tt28081050,1.0,4.0
tt28081295,tt28080665,1.0,5.0
tt28081296,tt18376400,1.0,34.0
tt28081298,tt28081050,1.0,5.0
tt28081299,tt28080429,,
tt2808130,tt0177440,13.0,64.0
tt28081300,tt16757524,1.0,46.0
tt28081301,tt18376400,1.0,35.0
tt28081304,tt16757524,1.0,47.0
tt28081305,tt18376400,1.0,36.0
tt28081307,tt28080665,1.0,6.0
tt28081309,tt16757524,1.0,48.0
tt28081310,tt28080936,1.0,4.0
tt28081312,tt18376400,1.0,37.0
tt28081314,tt28080429,,
tt28081316,tt16757524,1.0,49.0
tt28081317,tt28080936,1.0,5.0
tt28081318,tt18376400,1.0,38.0
tt28081320,tt28080665,1.0,7.0
tt28081322,tt28080429,,
tt28081324,tt18376400,1.0,39.0
tt28081325,tt16757524,1.0,50.0
tt28081328,tt28080429,,
tt28081329,tt0044265,1.0,2002.0
tt28081330,tt18376400,1.0,40.0
tt28081332,tt0044265,1.0,2003.0
tt28081333,tt0044265,1.0,2004.0
tt28081334,tt0044265,1.0,2005.0
tt28081335,tt0044265,1.0,2006.0
tt28081336,tt0044265,1.0,2007.0
tt28081337,tt0044265,1.0,2008.0
tt28081338,tt0044265,1.0,2009.0
tt28081339,tt0044265,1.0,2010.0
tt2808134,tt0177440,13.0,65.0
tt28081340,tt18376400,1.0,41.0
tt28081341,tt0044265,1.0,2011.0
tt28081342,tt28080429,,
tt28081344,tt18259606,,
tt28081345,tt0044265,1.0,2013.0
tt28081346,tt0044265,1.0,2012.0
tt28081347,tt16757524,1.0,51.0
tt28081349,tt0044265,1.0,2015.0
tt28081350,tt0044265,1.0,2016.0
tt28081351,tt0044265,1.0,2014.0
tt28081352,tt0044265,1.0,2017.0
tt28081353,tt0044265,1.0,2018.0
tt28081354,tt0044265,1.0,2019.0
tt28081355,tt0044265,1.0,2020.0
tt28081356,tt28080936,1.0,6.0
tt28081357,tt18376400,1.0,42.0
tt28081358,tt16757524,1.0,52.0
tt28081359,tt0044265,1.0,2022.0
tt28081360,tt0044265,1.0,2021.0
tt28081361,tt0044265,1.0,2023.0
tt28081362,tt0044265,1.0,2024.0
tt28081363,tt0044265,1.0,2025.0
tt28081364,tt0044265,1.0,2026.0
tt28081365,tt0044265,1.0,2027.0
tt28081366,tt0044265,1.0,2028.0
tt28081368,tt28080429,,
tt28081369,tt0044265,1.0,2030.0
tt28081370,tt0044265,1.0,2029.0
tt28081372,tt18376400,1.0,43.0
tt28081374,tt28080665,2.0,1.0
tt28081376,tt16757524,2.0,1.0
tt28081377,tt18376400,1.0,44.0
tt28081379,tt28080429,,
tt28081381,tt18376400,1.0,45.0
tt28081382,tt28080936,1.0,7.0
tt28081383,tt16757524,2.0,2.0
tt28081384,tt8698372,,
tt28081385,tt28080665,2.0,2.0
tt28081386,tt28079004,1.0,1.0
tt28081388,tt18376400,1.0,46.0
tt28081389,tt16757524,2.0,3.0
tt28081390,tt0044265,1.0,2032.0
tt28081391,tt0044265,1.0,2031.0
tt28081392,tt0044265,1.0,2033.0
tt28081393,tt0044265,1.0,2035.0
tt28081394,tt0044265,1.0,2034.0
tt28081395,tt0044265,1.0,2036.0
tt28081396,tt18376400,1.0,47.0
tt28081397,tt0044265,1.0,2037.0
tt28081398,tt0044265,1.0,2039.0
tt28081399,tt0044265,1.0,2038.0
tt2808140,tt2613206,1.0,9.0
tt28081400,tt0044265,1.0,2040.0
tt28081401,tt8698372,,
tt28081402,tt0044265,1.0,2041.0
tt28081403,tt0044265,1.0,2043.0
tt28081404,tt0044265,1.0,2042.0
tt28081405,tt0044265,1.0,2044.0
tt28081407,tt0044265,1.0,2045.0
tt28081408,tt0044265,1.0,2047.0
tt28081409,tt0044265,1.0,2046.0
tt28081410,tt18376400,1.0,48.0
tt28081411,tt16757524,2.0,4.0
tt28081412,tt27169954,,
tt28081413,tt0044265,1.0,2049.0
tt28081414,tt0044265,1.0,2048.0
tt28081415,tt0044265,1.0,2050.0
tt28081416,tt0044265,1.0,2051.0
tt28081417,tt0044265,1.0,2052.0
tt28081418,tt0044265,1.0,2053.0
tt28081419,tt8698372,,
tt28081420,tt28080665,2.0,3.0
tt28081421,tt0044265,1.0,2055.0
tt28081422,tt0044265,1.0,2054.0
tt28081423,tt0044265,1.0,2056.0
tt28081424,tt0044265,1.0,2057.0
tt28081425,tt18376400,1.0,49.0
tt28081426,tt0044265,1.0,2059.0
tt28081427,tt0044265,1.0,2058.0
tt28081428,tt0044265,1.0,2060.0
tt28081429,tt28079004,1.0,2.0
tt28081430,tt0044265,1.0,2065.0
tt28081431,tt0044265,1.0,2063.0
tt28081432,tt0044265,1.0,2066.0
tt28081433,tt0044265,1.0,2067.0
tt28081434,tt0044265,1.0,2069.0
tt28081435,tt28080665,2.0,4.0
tt28081436,tt18376400,1.0,50.0
tt28081437,tt0044265,1.0,2070.0
tt28081438,tt0044265,1.0,2071.0
tt28081439,tt0044265,1.0,2072.0
tt2808144,tt0318251,39.0,14.0
tt28081440,tt0044265,1.0,2073.0
tt28081441,tt0044265,1.0,2075.0
tt28081442,tt0044265,1.0,2077.0
tt28081443,tt0044265,1.0,2076.0
tt28081444,tt0044265,1.0,2078.0
tt28081445,tt0044265,1.0,2079.0
tt28081446,tt0044265,1.0,2080.0
tt28081447,tt0044265,1.0,2081.0
tt28081448,tt0044265,1.0,2082.0
tt28081449,tt0044265,1.0,2083.0
tt28081450,tt0044265,1.0,2085.0
tt28081451,tt0044265,1.0,2084.0
tt28081455,tt0044265,1.0,2087.0
tt28081456,tt0044265,1.0,2086.0
tt28081458,tt0044265,1.0,2088.0
tt28081459,tt28080665,2.0,5.0
tt2808146,tt2613206,1.0,11.0
tt28081460,tt0044265,1.0,2090.0
tt28081461,tt0044265,1.0,2089.0
tt28081462,tt0044265,1.0,2091.0
tt28081463,tt0044265,1.0,2092.0
tt28081464,tt0044265,1.0,2093.0
tt28081465,tt0044265,1.0,2094.0
tt28081466,tt8698372,,
tt28081467,tt0044265,1.0,2095.0
tt28081468,tt0044265,1.0,2097.0
tt28081469,tt0044265,1.0,2096.0
tt28081470,tt28079004,1.0,3.0
tt28081471,tt0044265,1.0,2098.0
tt28081472,tt0044265,1.0,2099.0
tt28081473,tt0044265,1.0,2100.0
tt28081474,tt0044265,1.0,2101.0
tt28081475,tt0044265,1.0,2103.0
tt28081476,tt0044265,1.0,2102.0
tt28081478,tt0044265,1.0,2105.0
tt28081479,tt0044265,1.0,2104.0
tt28081480,tt0044265,1.0,2106.0
tt28081481,tt0044265,1.0,2107.0
tt28081482,tt28080665,2.0,6.0
tt28081483,tt0044265,1.0,2108.0
tt28081485,tt0044265,1.0,2109.0
tt28081486,tt0044265,1.0,2110.0
tt28081487,tt0044265,1.0,2111.0
tt28081488,tt0044265,1.0,2114.0
tt28081489,tt0044265,1.0,2112.0
tt28081490,tt0044265,1.0,2115.0
tt28081492,tt0044265,1.0,2116.0
tt28081493,tt0044265,1.0,2117.0
tt28081494,tt0044265,1.0,2118.0
tt28081495,tt0044265,1.0,2120.0
tt28081496,tt0044265,1.0,2119.0
tt28081497,tt0044265,1.0,2122.0
tt28081498,tt0044265,1.0,2121.0
tt28081499,tt0044265,1.0,2123.0
tt2808150,tt0209528,1.0,1.0
tt28081500,tt0044265,1.0,2124.0
tt28081501,tt0044265,1.0,2125.0
tt28081502,tt0044265,1.0,2126.0
tt28081503,tt0044265,1.0,2127.0
tt28081504,tt0044265,1.0,2128.0
tt28081505,tt0044265,1.0,2129.0
tt28081506,tt0044265,1.0,2130.0
tt28081507,tt0044265,1.0,2131.0
tt28081508,tt0044265,1.0,2132.0
tt28081509,tt0044265,1.0,2133.0
tt28081510,tt0044265,1.0,2134.0
tt28081511,tt0044265,1.0,2135.0
tt28081512,tt0044265,1.0,2137.0
tt28081513,tt0044265,1.0,2136.0
tt28081514,tt0044265,1.0,2138.0
tt28081515,tt0044265,1.0,2139.0
tt28081516,tt28080665,2.0,7.0
tt28081517,tt0044265,1.0,2140.0
tt28081518,tt0044265,1.0,2142.0
tt28081519,tt0044265,1.0,2141.0
tt28081520,tt0044265,1.0,2143.0
tt28081521,tt0044265,1.0,2144.0
tt28081522,tt0044265,1.0,2145.0
tt28081524,tt0044265,1.0,2147.0
tt28081525,tt0044265,1.0,2146.0
tt28081526,tt0044265,1.0,2148.0
tt28081528,tt0044265,1.0,2149.0
tt28081529,tt0044265,1.0,2150.0
tt28081530,tt0044265,1.0,2151.0
tt28081531,tt0044265,1.0,2152.0
tt28081532,tt0044265,1.0,2153.0
tt28081533,tt0044265,1.0,2154.0
tt28081534,tt0044265,1.0,2155.0
tt28081535,tt0044265,1.0,2158.0
tt28081536,tt0044265,1.0,2156.0
tt28081537,tt0044265,1.0,2157.0
tt28081538,tt0044265,1.0,2159.0
tt28081539,tt27647563,1.0,2.0
tt2808154,tt2737954,1.0,2.0
tt28081540,tt0044265,1.0,2160.0
tt28081541,tt0044265,1.0,2161.0
tt28081542,tt0044265,1.0,2164.0
tt28081543,tt0044265,1.0,2162.0
tt28081544,tt0044265,1.0,2163.0
tt28081545,tt27647563,1.0,3.0
tt28081546,tt0044265,1.0,2166.0
tt28081547,tt0044265,1.0,2165.0
tt28081548,tt0044265,1.0,2167.0
tt28081549,tt27647563,1.0,4.0
tt28081550,tt0044265,1.0,2168.0
tt28081551,tt0044265,1.0,2171.0
tt28081552,tt27647563,1.0,5.0
tt28081553,tt0044265,1.0,2170.0
tt28081554,tt27647563,1.0,6.0
tt28081555,tt0044265,1.0,2173.0
tt28081556,tt0044265,1.0,2172.0
tt28081557,tt0044265,1.0,2176.0
tt28081558,tt0044265,1.0,2175.0
tt28081559,tt27647563,1.0,7.0
tt28081560,tt0044265,1.0,2174.0
tt28081561,tt0044265,1.0,2177.0
tt28081562,tt27647563,1.0,8.0
tt28081564,tt0044265,1.0,2178.0
tt28081565,tt0044265,1.0,2179.0
tt28081566,tt0044265,1.0,2180.0
tt28081567,tt0044265,1.0,2181.0
tt28081568,tt0044265,1.0,2182.0
tt28081569,tt23633240,,
tt28081570,tt0044265,1.0,2183.0
tt28081571,tt0044265,1.0,2184.0
tt28081572,tt0044265,1.0,2186.0
tt28081573,tt0044265,1.0,2185.0
tt28081574,tt0044265,1.0,2187.0
tt28081575,tt0044265,1.0,2189.0
tt28081576,tt0044265,1.0,2188.0
tt28081577,tt0044265,1.0,2190.0
tt28081579,tt0044265,1.0,2192.0
tt2808158,tt0298647,,
tt28081580,tt0044265,1.0,2191.0
tt28081581,tt0044265,1.0,2194.0
tt28081582,tt0044265,1.0,2193.0
tt28081583,tt0044265,1.0,2195.0
tt28081585,tt0044265,1.0,2196.0
tt28081586,tt0044265,1.0,2197.0
tt28081587,tt0044265,1.0,2198.0
tt28081588,tt0044265,1.0,2199.0
tt28081589,tt0044265,1.0,2200.0
tt28081591,tt0044265,1.0,2202.0
tt28081592,tt0044265,1.0,2201.0
tt28081593,tt0044265,1.0,2203.0
tt28081594,tt0044265,1.0,2204.0
tt28081595,tt26673237,1.0,1.0
tt28081596,tt0044265,1.0,2205.0
tt28081597,tt0044265,1.0,2206.0
tt28081598,tt0044265,1.0,2208.0
tt28081599,tt0044265,1.0,2207.0
tt28081600,tt0044265,1.0,2209.0
tt28081601,tt0044265,1.0,2210.0
tt28081603,tt0044265,1.0,2211.0
tt28081606,tt0044265,1.0,2213.0
tt28081607,tt0044265,1.0,2212.0
tt28081609,tt0044265,1.0,2214.0
tt28081610,tt0044265,1.0,2215.0
tt28081611,tt0044265,1.0,2216.0
tt28081612,tt0044265,1.0,2217.0
tt28081614,tt0044265,1.0,2219.0
tt28081615,tt0044265,1.0,2218.0
tt28081617,tt0044265,1.0,2220.0
tt2808164,tt0303493,1.0,1.0
tt2808166,tt0303493,1.0,2.0
tt28081663,tt28037781,1.0,1.0
tt28081665,tt28037781,1.0,2.0
tt28081669,tt28037781,1.0,3.0
tt28081670,tt28037781,1.0,4.0
tt28081672,tt28037781,1.0,5.0
tt28081693,tt28079116,1.0,1.0
tt28081696,tt8796226,4.0,10.0
tt28081697,tt28080665,3.0,1.0
tt2808170,tt0303493,,
tt28081700,tt11214608,,
tt28081702,tt28080665,3.0,2.0
tt28081706,tt24854896,1.0,53.0
tt28081708,tt28080665,3.0,3.0
tt28081709,tt10577736,3.0,2.0
tt28081713,tt10577736,3.0,3.0
tt28081714,tt10336538,,
tt28081715,tt15472454,2.0,1.0
tt28081716,tt28080665,3.0,4.0
tt28081718,tt27618504,1.0,57.0
tt28081720,tt0368470,27.0,110.0
tt28081733,tt14531842,2.0,2.0
tt28081735,tt27169954,,
tt28081738,tt28080665,3.0,5.0
tt28081759,tt27705135,1.0,45.0
tt2808176,tt0467379,1.0,1.0
tt28081761,tt28080665,3.0,6.0
tt28081776,tt27044028,1.0,16.0
tt2808178,tt1546360,5.0,8.0
tt28081827,tt18569346,,
tt28081845,tt28080665,3.0,7.0
tt28081856,tt28080665,3.0,8.0
tt2808186,tt1583607,5.0,1.0
tt28081861,tt24349832,1.0,12.0
tt28081878,tt27636698,1.0,11.0
tt28081883,tt27736508,2.0,14.0
tt28081904,tt28081829,1.0,1.0
tt28081906,tt28081829,1.0,2.0
tt28081907,tt28081829,1.0,3.0
tt28081908,tt28081829,1.0,4.0
tt28081909,tt10772724,,
tt28081917,tt26680549,1.0,17.0
tt2808192,tt2426188,1.0,61.0
tt28081931,tt10804418,,
tt28081936,tt2665726,,
tt28081941,tt26673237,2.0,1.0
tt28081942,tt12312228,,
tt28081944,tt28081901,1.0,1.0
tt28081946,tt28081901,1.0,2.0
tt28081948,tt28081901,1.0,3.0
tt28081950,tt5951488,14.0,69.0
tt28081952,tt28081901,1.0,4.0
tt28081953,tt28081901,1.0,5.0
tt28081954,tt28081901,1.0,6.0
tt28081957,tt5951488,14.0,70.0
tt28081958,tt6772312,1.0,6.0
tt28081959,tt26673237,3.0,1.0
tt2808196,tt1749539,5.0,11.0
tt28081960,tt18569346,,
tt28081975,tt27485198,,
tt28081985,tt13949362,5.0,8.0
tt28082005,tt28080429,,
tt28082014,tt28080429,,
tt28082015,tt13949362,5.0,9.0
tt28082019,tt13949362,5.0,10.0
tt28082020,tt28080429,,
tt28082026,tt18923932,2.0,1.0
tt28082027,tt13949362,5.0,11.0
tt28082029,tt28080429,,
tt28082031,tt13949362,5.0,12.0
tt28082032,tt25274256,1.0,193.0
tt28082034,tt28080429,,
tt28082035,tt13949362,5.0,13.0
tt28082039,tt28080429,,
tt28082041,tt6772312,1.0,7.0
tt28082042,tt13949362,5.0,14.0
tt28082043,tt4367256,,
tt28082045,tt13949362,5.0,15.0
tt28082046,tt13949362,5.0,16.0
tt28082052,tt14526380,1.0,318.0
tt28082057,tt18569346,,
tt28082063,tt8796858,,
tt28082067,tt28020777,3.0,3.0
tt28082070,tt1738562,32.0,20.0
tt28082073,tt28080429,,
tt28082074,tt14376084,,
tt28082079,tt6772312,1.0,8.0
tt2808208,tt2078690,2.0,1.0
tt28082080,tt1215594,31.0,36.0
tt28082085,tt10804418,,
tt28082087,tt14024642,,
tt2808210,tt2078690,2.0,3.0
tt28082103,tt10804418,,
tt28082104,tt0806901,52.0,5.0
tt28082108,tt21100404,2.0,1.0
tt28082110,tt15516200,2.0,1.0
tt28082112,tt0429434,19.0,7.0
tt28082118,tt10804418,,
tt28082119,tt14531842,2.0,3.0
tt28082120,tt14531842,2.0,4.0
tt28082123,tt14531842,2.0,5.0
tt28082126,tt14531842,2.0,6.0
tt28082127,tt14531842,2.0,7.0
tt28082128,tt14531842,2.0,8.0
tt28082137,tt10322964,,
tt28082141,tt13762504,,
tt28082142,tt10804418,,
tt28082154,tt8839998,8.0,1.0
tt28082172,tt18569346,,
tt2808218,tt2283176,1.0,6.0
tt2808222,tt2529910,1.0,3.0
tt28082221,tt27432344,1.0,31.0
tt28082224,tt0429434,19.0,9.0
tt28082234,tt22884836,,
tt28082235,tt28082202,,
tt28082237,tt28077545,1.0,1.0
tt2808224,tt0209857,1.0,1.0
tt28082251,tt27328401,,
tt28082258,tt13034098,6.0,68.0
tt28082275,tt10577736,3.0,4.0
