tconst,averageRating,numVotes
tt13973362,3.1,334
tt13973386,9.8,140
tt13973404,7.1,56
tt1397341,6.4,55
tt13973416,5.1,208
tt13973448,8.6,23
tt13973456,6.7,7
tt13973476,6.1,14
tt13973498,7.0,19
tt13973500,1.8,169
tt13973506,4.8,19
tt13973518,4.5,7
tt13973542,7.3,9
tt13973546,7.5,12
tt13973556,8.2,5
tt13973644,6.8,135
tt13973690,6.5,6
tt13973714,7.9,10
tt13973718,6.7,14
tt13973826,8.0,5
tt13973900,6.8,27
tt13973914,7.0,12
tt13973920,9.5,581
tt13973940,9.0,13
tt13973976,8.4,9
tt13973986,7.6,7
tt13973988,7.8,5
tt13973992,8.2,6
tt13974020,8.1,14
tt13974026,8.0,13
tt1397408,8.5,9
tt13974096,2.7,25
tt13974122,5.3,148
tt13974152,6.8,7
tt13974230,6.6,6
tt1397427,6.8,73
tt1397430,8.1,128
tt13974368,8.3,5413
tt13974440,8.2,65
tt13974460,8.1,142
tt13974498,7.2,878
tt1397450,9.8,18
tt13974502,7.8,129
tt13974506,7.1,9
tt1397453,7.4,7
tt13974530,7.7,124
tt13974556,7.6,118
tt1397458,6.2,9
tt13974588,5.6,10
tt13974594,7.5,9
tt13974600,7.7,112
tt13974614,7.5,49
tt1397462,7.6,75
tt13974642,7.6,112
tt13974662,8.2,104
tt13974678,7.4,96
tt1397470,9.5,14
tt13974710,7.6,94
tt1397472,5.4,57
tt13974738,7.8,83
tt13974752,8.2,105
tt13974798,7.8,122
tt13974834,8.4,12
tt1397484,6.8,53
tt1397485,8.1,1186
tt1397486,8.1,1245
tt1397487,8.3,1326
tt13974890,8.7,79
tt13974898,8.7,45
tt13974908,7.9,11
tt1397491,7.9,45
tt1397492,7.2,2060
tt13974928,6.1,17
tt1397493,4.4,109
tt1397495,6.6,89
tt13974956,6.8,9
tt1397496,6.5,48
tt13974968,6.4,10
tt1397497,4.2,1358
tt13974972,9.4,11
tt13974976,7.6,45
tt1397498,6.1,4072
tt1397499,7.0,16
tt1397500,6.7,444
tt1397502,6.1,665
tt1397506,5.3,336
tt1397507,8.8,7
tt13975082,6.3,118
tt1397509,4.6,31
tt1397511,7.6,1304
tt1397512,5.8,22
tt13975122,9.8,8
tt1397514,5.7,117207
tt13975150,8.4,5
tt13975156,7.0,85
tt13975158,5.8,6
tt1397517,4.5,11
tt1397518,7.9,32
tt1397519,7.9,32
tt1397520,8.5,38
tt1397521,9.0,34
tt1397522,9.1,47
tt1397523,9.1,47
tt1397524,9.1,60
tt13975420,6.6,5
tt13975422,5.1,165
tt13975458,4.5,2952
tt13975670,5.6,5
tt13975742,7.6,15
tt13975782,6.5,6
tt13975794,7.2,14
tt1397581,6.8,11
tt13975976,7.1,18
tt1397598,7.8,5
tt13976052,5.5,19
tt13976074,7.2,1034
tt13976108,4.4,12
tt13976128,9.6,7
tt13976132,8.9,9
tt1397621,7.4,7
tt1397629,8.8,14
tt13976324,9.8,6
tt1397634,8.2,5
tt13976380,7.7,16
tt1397645,8.0,41
tt13976522,7.9,29
tt13976614,5.1,9
tt13976668,4.5,276
tt13976774,8.5,8
tt13976780,9.6,5159
tt13976848,9.2,39
tt13976876,4.3,154
tt13976878,5.8,5
tt13976884,4.0,26
tt13976892,8.1,9
tt13976900,8.0,110
tt13976908,7.6,9
tt13976922,7.9,9
tt13976924,7.6,9
tt13976928,7.8,9
tt13976930,7.9,9
tt13976934,7.5,9
tt13976936,5.8,11
tt13976938,7.1,8
tt13976940,7.6,9
tt13976968,7.9,9
tt13976974,8.3,592
tt13977028,8.2,8
tt13977036,8.7,7
tt13977038,9.4,9
tt13977068,2.7,33
tt13977112,5.1,13
tt13977158,7.9,188
tt13977162,6.3,784
tt13977168,7.3,181
tt13977176,7.8,942
tt13977178,7.5,11
tt13977180,8.2,12
tt13977190,7.7,307
tt13977194,2.1,23
tt13977196,7.1,1981
tt13977200,7.6,126
tt13977208,7.4,519
tt13977210,7.8,253
tt13977218,5.0,1094
tt13977226,7.4,130
tt13977234,2.0,20
tt13977250,2.6,9
tt13977256,9.2,11
tt13977284,10.0,9
tt13977288,7.4,382
tt13977290,7.0,8
tt13977316,5.6,5
tt13977326,6.7,13
tt13977330,6.6,11
tt13977332,6.8,11
tt13977334,8.1,51
tt13977338,6.8,11
tt13977344,6.9,11
tt13977362,8.3,63
tt13977390,9.5,9
tt13977396,7.9,19
tt13977410,7.3,16
tt13977416,2.3,20
tt13977426,9.0,8
tt13977428,7.6,69
tt13977470,5.8,46
tt1397749,8.4,6
tt13977490,5.3,89
tt1397750,7.7,14
tt13977508,6.8,55
tt1397751,7.2,13
tt13977512,7.4,9
tt13977518,7.6,7
tt1397752,8.5,15
tt1397753,8.3,14
tt1397754,8.1,18
tt1397755,8.5,12
tt13977556,8.6,1909
tt13977558,8.6,2104
tt1397756,8.7,13
tt13977562,7.8,155
tt13977566,6.4,684
tt13977568,8.1,14
tt1397757,7.2,11
tt1397758,7.9,13
tt13977584,7.0,139
tt1397759,7.7,11
tt13977592,9.3,11
tt13977596,7.7,869
tt1397760,8.6,11
tt13977600,7.8,290
tt13977604,7.6,1864
tt13977606,7.9,109
tt1397761,7.0,10
tt13977612,7.6,476
tt13977616,7.7,208
tt1397762,7.5,12
tt1397763,7.5,11
tt13977630,4.9,894
tt1397764,8.6,9
tt1397765,6.9,11
tt13977658,7.6,112
tt1397766,8.1,10
tt13977664,8.5,12
tt1397767,8.5,12
tt13977674,6.5,879
tt1397768,7.9,17
tt1397769,7.4,11
tt13977692,6.7,827
tt1397770,8.3,7
tt1397771,7.8,12
tt13977710,8.3,19
tt13977716,6.4,1004
tt1397772,7.0,11
tt13977720,2.6,13
tt1397773,8.6,10
tt1397774,6.4,21
tt13977750,8.3,6
tt13977802,6.8,9
tt13977830,6.5,6
tt13977836,9.3,18
tt13977858,5.4,12
tt13977864,6.6,65
tt13977868,6.0,68
tt13977872,7.4,13
tt13977874,8.9,10
tt13977890,5.7,13
tt13977894,7.0,271
tt13977914,7.8,9
tt13977950,8.1,28
tt13977976,8.6,6
tt13977984,7.2,9
tt13977996,8.1,97
tt13978006,5.9,713
tt13978010,8.7,13
tt1397811,7.0,18
tt13978114,1.8,20
tt13978122,2.1,20
tt13978126,2.2,18
tt13978134,2.0,18
tt13978144,2.1,18
tt13978188,6.5,79
tt13978278,7.8,56
tt13978306,4.2,14421
tt13978440,8.1,275
tt1397845,7.7,8
tt13978476,7.4,58
tt13978486,7.1,79
tt13978498,3.5,191
tt13978520,4.3,4068
tt13978538,6.7,25
tt13978540,8.2,19
tt13978610,2.6,228
tt13978628,4.2,1024
tt13978658,7.0,6384
tt13978660,4.1,12
tt13978664,5.3,10
tt13978672,3.3,9
tt13978748,7.1,12
tt13978768,6.4,14
tt13978772,7.8,6
tt13978774,8.4,8
tt13978778,8.1,28
tt13978780,8.1,47
tt13978790,6.6,18
tt13978792,8.2,45
tt13978840,6.5,156
tt13978924,8.2,122
tt13978938,8.2,98
tt13978944,8.1,86
tt13978946,7.9,77
tt13978950,7.8,85
tt13978958,7.7,73
tt13978968,7.1,7
tt13979010,9.1,14
tt13979024,7.7,6
tt13979126,4.7,113
tt13979138,7.2,8
tt13979272,7.5,23
tt13979288,6.3,405
tt13979302,7.1,28
tt1397933,6.8,8
tt1397934,6.7,8
tt1397935,7.3,12
tt1397936,8.1,7
tt1397937,8.0,7
tt13979374,5.1,7
tt1397938,8.7,6
tt13979380,7.7,8
tt1397939,8.2,6
tt1397940,8.2,6
tt13979408,6.2,7
tt1397941,8.5,3679
tt1397942,6.5,3210
tt1397943,8.8,4604
tt13979434,6.7,12
tt1397944,7.8,3005
tt1397945,8.1,3231
tt13979464,5.0,736
tt13979628,9.0,5
tt13979680,6.9,12
tt13979748,7.4,57
tt1397977,7.2,11
tt1397980,6.8,5
tt13979810,9.7,8
tt13979820,6.7,20
tt13979822,6.9,17
tt13979824,7.2,18
tt13979832,7.0,16
tt13979840,6.8,16
tt13979844,7.9,38
tt13979848,6.8,15
tt13979854,6.6,16
tt1397989,8.0,5
tt13979914,6.6,1026
tt1397992,8.0,5
tt13979940,8.6,2278
tt13979978,6.2,6
tt13979998,8.8,1676
tt13980006,3.4,37
tt13980014,9.0,5
tt13980078,8.2,15
tt13980100,6.9,23
tt1398019,6.7,55
tt1398021,6.1,185
tt13980214,7.3,6
tt1398024,4.0,7
tt1398027,6.0,14
tt1398028,4.7,870
tt1398029,6.8,852
tt13980310,9.4,7
tt1398033,4.7,468
tt13980362,7.1,7263
tt13980428,9.4,15
tt1398045,6.5,28
tt1398046,10.0,19
tt1398047,10.0,19
tt1398048,10.0,19
tt1398049,10.0,19
tt1398050,10.0,19
tt13980518,5.1,18
tt1398054,6.8,13
tt13980602,3.3,48
tt13980642,6.7,9
tt1398068,6.4,26
tt13980680,8.8,5
tt1398069,7.8,359
tt1398070,8.3,10
tt1398071,8.3,77
tt1398072,5.8,59
tt13980732,7.1,114
tt13980748,7.7,10
tt1398075,7.8,82
tt13980758,6.8,9
tt13980768,7.2,10
tt13980772,9.2,6
tt1398084,4.8,6
tt13980942,9.0,5
tt13981118,6.3,20
tt1398112,7.7,17
tt1398113,7.6,20
tt13981192,9.0,5
tt13981202,5.9,28
tt13981204,5.9,26
tt13981206,5.9,26
tt13981208,5.8,24
tt13981238,5.3,7
tt13981248,7.6,8
tt1398128,6.4,24
tt1398129,6.9,53
tt13981290,8.0,8
tt1398131,7.7,240
tt13981312,8.4,13
tt13981398,6.6,41
tt1398141,6.1,10
tt13981460,7.6,473
tt13981464,4.6,23
tt13981476,8.6,25
tt1398151,6.8,8
tt1398152,7.6,21
tt13981542,3.4,11
tt1398155,8.2,10
tt13981634,5.3,6
tt13981702,6.4,5
tt13981714,7.9,15
tt1398179,7.5,9
tt1398180,7.6,8
tt1398181,8.7,7
tt1398182,8.0,11
tt1398183,8.2,9
tt1398184,7.7,11
tt1398185,7.5,13
tt1398186,7.9,12
tt1398187,8.9,11
tt1398190,8.5,15
tt1398191,7.2,12
tt13981912,5.3,6
tt1398192,7.8,13
tt1398193,7.5,9
tt1398194,7.9,8
tt1398196,8.1,12
tt1398197,6.5,12
tt1398198,7.2,10
tt1398199,8.4,12
tt1398200,8.3,12
tt1398202,8.0,8
tt13982026,6.0,858
tt1398203,8.7,7
tt13982078,6.4,18
tt1398208,8.2,17
tt13982086,6.9,27
tt1398209,7.6,16
tt13982094,6.3,8
tt1398210,7.5,14
tt1398211,7.6,18
tt13982118,7.6,9
tt1398212,7.8,22
tt1398213,8.0,15
tt1398214,7.9,20
tt1398216,7.6,819
tt1398217,7.8,14
tt13982174,7.2,15
tt1398218,8.1,14
tt13982184,6.2,10
tt1398219,8.6,10
tt1398220,8.9,10
tt1398221,9.0,10
tt1398222,8.8,11
tt1398223,7.0,49
tt1398224,7.3,48
tt13982338,6.1,11
tt13982370,7.3,7
tt13982382,7.0,6
tt1398243,7.7,44
tt1398244,6.9,40
tt13982444,9.7,9
tt1398245,7.0,40
tt1398246,6.7,39
tt13982470,5.4,16
tt1398249,6.6,5
tt1398250,7.5,61
tt1398251,8.2,74
tt1398252,7.2,67
tt13982526,5.8,522
tt13982528,6.0,5
tt13982552,9.4,8
tt1398258,7.5,7
tt1398259,8.2,8
tt1398260,8.1,12
tt1398261,8.0,7
tt1398262,8.5,8
tt1398263,8.5,8
tt1398264,8.0,7
tt1398265,7.5,16
tt1398266,8.1,10
tt1398268,7.0,7
tt1398269,8.0,9
tt1398270,7.4,10
tt13982708,7.0,305
tt1398271,7.6,11
tt1398272,8.6,7
tt1398275,8.0,8
tt13982754,7.2,29
tt1398276,8.0,9
tt13982768,7.1,28
tt13982776,6.9,28
tt1398278,7.8,7
tt1398279,8.8,8
tt1398281,8.5,14
tt1398284,7.6,9
tt1398292,7.9,24
tt13982920,6.5,28
tt1398295,7.3,111
tt13983066,5.0,24
tt13983088,7.6,37
tt13983094,7.8,38
tt13983096,5.0,7
tt13983098,5.6,12
tt13983106,7.1,8
tt13983114,6.2,9
tt13983136,4.0,8
tt13983156,8.0,5
tt13983168,6.2,13
tt13983180,7.9,5979
tt13983186,8.1,6098
tt13983196,7.7,6
tt13983200,7.8,5853
tt13983206,7.8,5843
tt13983208,7.5,6
tt13983212,7.9,5833
tt13983218,8.2,7210
tt13983230,6.1,13
tt13983246,8.6,36
tt13983250,6.4,23
tt13983254,7.6,13
tt13983280,5.6,260
tt13983284,6.1,19
tt13983288,6.2,249
tt13983314,5.7,20
tt13983334,8.1,22
tt13983338,5.8,21
tt13983342,6.8,8
tt13983368,6.5,19
tt13983370,5.9,14
tt13983376,7.4,60
tt13983378,8.2,22
tt13983380,8.4,60
tt13983382,7.4,47
tt13983384,7.9,45
tt13983396,6.0,21
tt1398343,9.2,2148
tt13983430,6.2,20
tt13983434,6.5,7
tt1398344,8.4,2019
tt13983442,6.1,23
tt1398345,8.4,12
tt13983450,7.6,10
tt13983452,6.5,11
tt13983454,6.1,158
tt13983458,7.0,8
tt13983460,6.7,11
tt13983464,6.6,10
tt13983466,6.7,10
tt13983468,6.6,10
tt13983472,4.0,18
tt13983474,5.1,17
tt13983476,4.3,17
tt13983478,4.2,16
tt13983486,5.1,136
tt1398349,7.8,105
tt13983494,7.2,7
tt1398350,7.4,5
tt13983532,8.2,12
tt13983538,7.6,482
tt13983546,7.2,9
tt13983558,7.3,7
tt1398356,5.4,12
tt13983576,1.7,18
tt13983588,6.2,190
tt1398359,7.8,216
tt13983590,7.1,1494
tt1398360,5.6,15
tt13983602,6.8,80
tt13983614,9.3,48
tt13983670,6.9,705
tt13983694,5.4,11
tt13983712,7.1,17
tt13983714,8.1,315
tt13983718,8.1,11
tt13983776,3.0,165
tt13983792,6.8,49
tt13983808,7.6,6
tt1398381,5.4,44
tt13983826,7.2,25
tt13983874,9.3,912
tt1398388,7.2,332
tt1398390,7.7,20
tt1398391,7.4,327
tt1398393,6.4,76
tt1398395,8.6,12
tt1398396,5.5,111
tt13983972,5.0,498
tt13983988,9.1,14
tt1398399,5.2,74
tt13983990,6.4,7
tt13984000,5.9,172
tt13984052,7.0,6
tt13984084,8.5,14
tt1398409,8.7,13
tt1398413,7.2,7
tt1398414,8.2,11
tt13984144,5.5,20
tt13984190,6.6,151
tt13984236,8.1,10
tt1398425,6.9,19
tt13984252,8.3,9
tt1398426,7.8,228564
tt13984262,8.8,11
tt13984270,7.2,11978
tt1398428,4.7,7706
tt1398429,6.2,71
tt13984308,7.2,41
tt13984350,9.4,6
tt13984450,8.2,70
tt13984524,8.4,47
tt13984562,2.7,182
tt1398457,7.4,11
tt1398460,8.1,47
tt1398461,8.1,48
tt1398462,7.4,29
tt1398463,7.2,25
tt1398464,7.0,23
tt1398465,7.3,71
tt13984654,8.0,407
tt1398468,6.6,22
tt1398469,7.2,37
tt13984696,8.0,36
tt1398470,7.0,15
tt1398471,8.1,44
tt1398472,8.0,253
tt13984738,7.0,239
tt13984762,8.2,638
tt13984796,6.7,9
tt13984816,6.4,19
tt13984818,6.7,16
tt1398483,5.2,9
tt1398484,7.2,6
tt1398485,4.7,11
tt1398486,5.2,6
tt1398487,6.7,14
tt1398488,5.6,12
tt1398489,8.6,9
tt1398490,7.5,16
tt13984900,7.9,41
tt1398491,4.5,7
tt1398492,7.6,25
tt13984924,6.5,12897
tt1398493,7.1,12
tt1398494,6.4,6
tt1398495,6.6,11
tt1398500,7.7,12
tt1398504,8.1,25
tt1398505,8.0,23
tt13985050,7.8,14
tt13985052,7.3,7
tt13985058,7.8,12
tt1398506,7.9,21
tt13985068,7.9,10
tt1398507,6.8,13
tt13985070,7.6,10
tt13985088,7.0,8
tt13985104,8.8,18
tt1398511,7.9,74
tt13985138,6.8,8
tt13985152,4.1,14
tt13985178,8.8,84
tt13985186,7.8,18
tt13985226,9.7,37
tt13985246,6.5,1046
tt13985268,6.9,37
tt13985272,8.0,302
tt13985282,7.7,1251
tt13985288,8.4,18
tt13985310,3.8,50
tt13985390,6.9,40
tt13985414,7.8,11
tt13985464,6.6,7
tt1398551,5.9,17
tt13985514,7.3,11
tt13985516,8.2,9
tt1398552,5.7,23
tt13985524,6.5,9
tt13985526,7.4,11
tt1398553,5.7,21
tt1398554,5.6,20
tt13985604,6.7,12
tt13985676,5.2,352
tt13985680,8.6,8
tt13985690,4.9,8
tt13985694,6.5,6
tt13985700,6.5,6
tt13985704,6.9,7
tt13985706,6.7,6
tt13985710,6.2,43
tt13985712,6.5,6
tt13985718,7.0,6
tt13985720,7.6,54
tt13985722,6.8,6
tt13985724,5.5,9
tt13985726,7.0,6
tt13985728,7.2,5
tt13985740,7.2,5
tt13985742,7.0,5
tt13985744,6.8,5
tt13985746,6.5,6
tt13985752,8.0,18
tt13985768,7.7,12
tt13985780,7.5,11
tt13985782,6.6,62
tt13985788,7.7,135
tt13985790,7.7,110
tt13985796,8.2,167
tt1398582,8.8,9
tt13985834,9.0,58
tt13985836,7.6,11
tt13985850,6.5,11
tt13985864,8.9,8
tt13985882,6.4,5
tt13985888,5.7,1003
tt13985894,5.6,52
tt13985902,7.0,10
tt13985922,6.5,82
tt13985940,6.3,98
tt13985942,9.0,6
tt13985984,5.5,13
tt13986026,7.6,144
tt13986036,7.9,9
tt13986038,6.4,6
tt13986040,7.2,54
tt13986042,9.1,20
tt13986058,7.1,36
tt13986060,8.1,15
tt13986062,5.4,5
tt13986070,7.9,10
tt13986082,8.3,9
tt13986086,8.5,9
tt13986112,9.1,10
tt13986132,7.8,4345
tt13986134,8.7,4859
tt13986174,8.5,10
tt13986176,3.1,52
tt13986202,6.3,67
tt13986218,8.6,26
tt13986234,6.1,30
tt13986240,6.1,41
tt13986276,6.2,339
tt13986278,6.5,819
tt13986388,6.8,26
tt13986404,6.9,27
tt13986412,6.9,28
tt13986414,6.8,18
tt13986416,6.8,25
tt13986418,6.8,24
tt13986422,7.3,11
tt13986424,8.6,48
tt13986428,6.4,28
tt13986430,6.8,12
tt13986432,6.1,10
tt13986436,7.8,9
tt13986440,7.3,6
tt13986456,7.3,6
tt13986464,5.6,6
tt1398647,7.5,14
tt13986474,6.9,8
tt13986476,9.3,114
tt1398648,7.9,14
tt1398649,7.6,14
tt1398650,7.8,15
tt1398651,7.5,14
tt1398652,6.8,13
tt13986524,7.5,24
tt1398653,7.8,13
tt1398654,7.7,12
tt1398655,7.8,14
tt13986556,5.4,12
tt1398656,7.4,11
tt1398657,7.5,11
tt13986574,7.5,21
tt1398658,7.6,13
tt1398659,7.6,18
tt13986680,7.5,29
tt13986714,7.8,38
tt13986720,6.2,351
tt13986798,7.5,39
tt13986806,7.3,6
tt13986824,7.3,6
tt13986830,5.6,65
tt13986832,7.3,6
tt13986852,7.4,81
tt13986860,8.0,9
tt13986864,4.7,7
tt13986904,6.4,922
tt13986908,7.4,532
tt13986924,5.8,29
tt13986928,5.5,12
tt1398696,7.3,41
tt1398697,7.2,7
tt1398698,7.0,7
tt1398699,7.6,8
tt1398705,8.6,1419
tt13987052,5.1,9
tt1398706,8.0,1235
tt1398707,8.1,1224
tt1398708,8.0,1219
tt1398709,8.1,1171
tt1398710,8.6,1223
tt13987108,5.8,6
tt13987126,7.5,462
tt13987154,6.3,7
tt13987170,8.3,50
tt13987234,9.0,6
tt1398726,8.0,8
tt1398727,8.0,10
tt1398729,9.3,9
tt1398730,8.6,8
tt1398731,8.8,8
tt1398732,7.8,9
tt13987322,3.7,8
tt1398733,8.6,8
tt13987372,5.1,14
tt1398739,4.0,32
tt13987410,6.1,361
tt13987434,2.2,11
tt1398754,5.8,27
tt13987620,7.0,7680
tt1398765,6.6,29
tt1398767,8.4,8
tt13987700,7.1,136
tt13987712,7.7,18
tt13987718,7.5,131
tt13987738,7.4,131
tt13987740,7.5,6
tt1398776,7.2,43
tt13987764,7.1,126
tt13987782,7.6,263
tt13987824,6.8,5
tt13987842,8.8,6
tt1398786,8.5,35
tt13987878,7.2,5
tt1398789,8.2,430
tt13987928,7.7,571
tt13988040,7.4,220
tt13988060,7.7,214
tt13988074,7.5,212
tt13988084,7.5,207
tt1398809,7.6,7
tt13988092,5.7,27
tt13988168,5.8,19
tt13988182,6.4,17
tt13988196,6.4,10
tt13988208,7.7,39
tt13988258,4.9,11
tt13988270,8.4,28
tt13988276,7.6,22
tt13988290,6.3,176
tt13988312,8.0,10
tt1398835,7.1,52
tt13988386,6.3,7
tt13988504,7.6,9
tt13988516,6.8,5
tt1398857,8.4,2028
tt13988630,9.4,23
tt13988638,6.8,12
tt1398866,1.3,66
tt13988678,7.6,44
tt13988756,7.5,12
tt1398880,6.6,5
tt13988820,6.5,15
tt1398884,7.6,9
tt1398885,7.8,194
tt13988856,6.3,25
tt1398886,7.9,24
tt1398890,7.5,19
tt1398891,6.8,19
tt1398892,7.2,16
tt13988922,7.7,179
tt1398893,7.2,28
tt13988936,5.8,334
tt1398894,7.3,27
tt13988946,8.7,203
tt1398895,6.2,41
tt13988952,6.0,29
tt13988984,5.7,108
tt13988990,6.1,109
tt13989000,6.6,14
tt13989006,6.7,51
tt13989020,6.3,7
tt13989030,5.3,12213
tt13989036,6.4,6
tt13989106,7.8,209
tt13989108,7.5,193
tt13989110,6.9,180
tt13989112,7.4,187
tt13989114,7.4,190
tt13989118,7.9,200
tt13989122,7.7,204
tt13989126,7.6,185
tt1398914,8.2,64
tt13989168,6.2,7
tt1398918,4.7,171
tt13989180,9.7,6285
tt1398919,5.1,28
tt1398920,7.4,7
tt1398923,3.1,201
tt1398924,6.2,145
tt13989258,8.5,34969
tt13989278,6.1,74
tt13989280,5.9,13
tt13989310,3.6,1241
tt1398933,4.1,11
tt13989364,7.3,8
tt13989366,6.4,11
tt13989374,4.5,54
tt13989376,3.1,30
tt13989388,7.5,9
tt13989398,8.1,8
tt1398940,5.7,2913
tt13989404,8.5,9
tt1398941,7.1,26500
tt13989412,9.0,25
tt1398944,6.9,193
tt13989444,8.8,10
tt13989462,6.0,240
tt1398949,7.1,857
tt1398950,5.9,9
tt1398951,5.9,19
tt13989522,8.0,6
tt13989524,2.9,933
tt13989574,9.1,14
tt13989638,8.8,6
tt1398968,6.7,60
tt1398971,8.1,24
tt13989772,9.2,11
tt13989824,7.4,20
tt1398988,7.3,9
tt1398991,6.4,811
tt1398992,7.7,225
tt13989978,8.9,8
tt1398999,4.2,748
tt1399000,9.1,17
tt1399011,8.1,47
tt1399013,5.7,8
tt1399017,7.0,27
tt1399019,7.3,28
tt13990204,6.7,14
tt1399021,6.2,9
tt1399022,2.4,6
tt1399023,6.4,52
tt13990248,4.9,402
tt13990252,7.3,13
tt13990258,5.9,10
tt13990260,8.0,5
tt13990264,8.0,5
tt13990280,5.6,1688
tt1399030,7.8,21
tt13990300,7.7,686
tt1399034,7.8,48
tt13990340,2.7,12
tt13990344,8.5,17
tt13990366,7.8,5
tt13990376,7.8,5
tt1399039,7.0,12
tt1399042,6.8,8
tt13990426,9.3,84
tt13990428,9.4,40
tt13990430,9.0,26
tt13990436,9.2,34
tt13990438,9.3,30
tt13990440,9.5,43
tt1399045,5.5,24116
tt1399046,8.3,33
tt13990468,6.7,8118
tt13990474,6.0,1044
tt1399048,7.2,42
tt13990482,7.6,382
tt1399049,7.0,9
tt13990490,6.3,13
tt13990492,6.7,48
tt13990504,4.4,29
tt1399052,6.6,12
tt13990528,5.6,32
tt1399053,4.9,1849
tt1399054,8.1,43
tt1399056,6.1,36
tt1399057,7.9,12
tt13990578,5.3,8
tt1399058,6.0,114
tt1399060,6.8,10
tt13990610,7.9,57
tt1399070,7.1,47
tt1399073,8.6,94
tt1399074,6.7,37
tt1399076,6.8,8
tt1399079,2.7,8
tt1399081,3.7,459
tt1399085,7.3,147
tt1399087,7.2,7
tt13990872,5.0,6
tt1399091,6.1,10
tt13990914,8.1,7
tt1399092,4.5,36
tt1399095,4.4,8
tt1399096,6.9,14
tt1399097,7.5,57
tt13991004,6.4,37
tt1399101,3.0,6
tt13991014,6.5,8
tt1399102,7.8,18
tt1399103,6.2,446326
tt13991032,7.4,6
tt13991048,6.1,157
tt1399105,8.9,60
tt13991056,6.1,9
tt1399106,3.6,10
tt1399107,5.0,25
tt13991074,5.6,45
tt1399109,5.4,11
tt1399114,6.4,22
tt1399116,6.7,7
tt13991164,6.1,8
tt13991166,6.9,77
tt1399119,5.5,8
tt13991212,4.0,26
tt1399122,6.2,17
tt13991220,3.4,26
tt13991226,8.3,567
tt1399123,5.3,12
tt13991232,8.7,146696
tt13991234,2.7,25
tt13991238,2.9,23
tt1399125,8.4,28
tt13991256,3.0,23
tt1399126,6.5,13
tt13991274,2.9,22
tt13991296,2.6,21
tt13991306,2.6,21
tt13991318,2.6,21
tt13991322,5.0,80
tt13991324,7.1,7
tt13991334,8.1,13
tt1399134,4.5,15
tt1399137,6.5,68
tt13991372,5.8,42
tt1399141,1.1,12
tt13991426,7.6,7
tt1399143,5.6,9
tt1399144,5.2,13
tt13991454,5.2,22
tt1399147,6.1,16
tt1399149,7.2,29
tt1399150,4.4,9
tt13991504,4.1,884
tt13991506,5.1,25
tt13991510,4.9,30
tt13991518,5.9,26
tt13991526,5.1,24
tt1399153,3.0,34
tt13991536,5.5,25
tt1399154,3.7,15
tt1399155,8.0,12
tt13991552,6.0,14
tt13991566,5.9,14
tt13991574,6.1,15
tt1399158,4.2,40
tt13991580,8.1,263
tt13991584,6.2,16
tt1399161,3.3,631
tt1399162,7.2,19
tt13991620,7.3,7
tt1399163,7.3,20
tt1399165,9.1,63
tt1399173,5.4,107
tt13991740,7.4,220
tt1399176,6.2,13
tt1399178,5.9,853
tt1399181,6.2,76
tt1399183,8.0,9
tt13991832,5.8,47
tt1399186,7.2,22
tt13991878,7.7,21
tt1399192,7.1,14
tt1399193,7.0,9
tt1399194,7.4,8
tt1399198,6.4,632
tt1399199,6.3,19
tt1399201,9.2,6
tt13992032,8.1,24
tt13992064,6.0,25
tt1399207,7.9,15
tt13992088,6.7,49
tt13992094,6.8,38
tt1399210,6.0,744
tt13992178,6.3,57
tt13992186,8.3,658
tt13992188,9.4,105
tt1399220,5.6,14
tt13992206,9.9,9
tt13992250,8.5,6
tt13992254,6.2,5
tt1399226,7.7,21
tt13992272,6.9,27
tt13992276,8.3,44
tt1399231,4.3,92
tt1399233,4.8,25
tt13992342,7.6,26
tt13992344,7.9,31
tt13992346,7.8,23
tt13992348,8.3,27
tt13992350,7.4,14
tt1399237,8.2,201
tt1399238,6.4,18
tt1399247,8.2,9
tt1399255,7.9,9
tt13992574,9.9,8
tt1399262,8.6,5
tt1399263,8.2,6
tt1399269,6.4,9
tt13992716,8.3,230
tt1399272,7.1,9
tt1399273,4.1,24
tt1399275,6.2,11
tt13992758,5.9,196
tt1399277,7.9,10
tt13992784,7.8,356
tt13992786,9.0,514
tt13992792,8.0,361
tt1399283,8.7,12
tt1399288,7.9,13
tt13992894,8.1,153
tt1399292,7.1,15
tt13992922,6.3,108
tt1399301,8.6,40
tt1399303,2.8,132
tt13993048,8.6,8
tt13993080,9.1,11
tt1399309,7.0,7
tt13993098,6.4,103
tt13993114,3.0,7
tt13993116,3.8,8
tt1399312,7.1,17
tt13993120,8.8,811
tt1399313,8.6,23
tt1399325,6.5,24
tt13993336,8.0,11
tt13993344,7.0,16
tt13993366,5.7,8
tt13993394,5.8,12
tt13993422,6.8,37
tt13993424,6.4,12
tt13993428,5.1,24
tt13993430,4.9,26
tt13993432,5.1,26
tt13993438,4.7,20
tt13993440,4.0,17
tt13993472,6.6,87
tt13993480,7.2,355
tt13993488,7.3,316
tt13993490,7.4,289
tt13993492,7.5,274
tt13993498,7.6,267
tt13993524,6.6,55
tt13993526,6.7,44
tt13993528,6.2,37
tt13993530,6.6,37
tt13993532,6.2,36
tt13993554,7.2,9
tt13993556,5.8,5
tt13993582,8.5,8
