nconst,primaryName,birthYear,deathYear,primaryProfession,knownForTitles
nm1105359,Eiko Hikari,,,actress,"tt0114060,tt0058067,tt2162278,tt0102488"
nm11053590,Zul Abu Kassim,,,"director,producer",tt11114044
nm11053591,Annie Arifin,,,"actress,producer","tt32340347,tt11114044,tt32324005"
nm11053592,Shafirul Nizam Haron,,,producer,"tt11114044,tt32377975"
nm11053593,Raf Rundell,,,composer,tt11114052
nm11053595,Yuan Ye,,,producer,tt10488412
nm11053596,Lei Wang,,,producer,tt10488412
nm11053597,Xiaodong Huang,,,"producer,writer","tt10488412,tt6447722,tt32493415"
nm11053598,BeiBei Liu,,,production_manager,tt10488412
nm11053599,Chris Li,,,production_manager,tt10488412
nm1105360,Daniel Hilaréguy,,,"miscellaneous,production_manager,transportation_department","tt0245238,tt0191636,tt0326855,tt0315445"
nm11053600,Zhongxing Xu,,,production_manager,tt10488412
nm11053601,Emi Sugimoto,,,production_manager,tt10488412
nm11053602,Wen Xi,,,miscellaneous,tt10488412
nm11053603,Shaopeng Li,,,miscellaneous,tt10488412
nm11053604,Yi Mei,,,"actress,miscellaneous","tt14056692,tt10488412"
nm11053605,Hiromasa Fukumoto,,,"camera_department,miscellaneous","tt10488412,tt27261221"
nm11053606,Charlotte Etherington,,,actress,"tt8351970,tt29870590,tt9154530"
nm11053607,Vladimir Jochev,,,actor,"tt14402530,tt11114190"
nm11053608,Nush,,,actress,tt11076596
nm11053609,Paddy O'Sullivan,,,actor,"tt14212762,tt11076596,tt13090200,tt12266972"
nm1105361,Theo Hillborg,,,music_department,tt0274266
nm11053611,Hubert Zysk,,,"actor,transportation_department","tt13613128,tt15376674,tt18342318,tt12300214"
nm11053612,Antoni Kowalski,,,actor,"tt9572668,tt33967780"
nm11053613,Qiuyu Xiao,,,camera_department,tt10488412
nm11053614,Hanying Wang,,,camera_department,tt10488412
nm11053615,Xinrui Song,,,camera_department,tt10488412
nm11053616,Wei Zhang,,,camera_department,tt10488412
nm11053617,Penghui Cheng,,,camera_department,"tt34901345,tt10488412"
nm11053618,Jieping Zhang,,,camera_department,tt10488412
nm11053619,Hui Ren,,,camera_department,"tt10488412,tt19800584"
nm1105362,Joern Hinkel,,,"assistant_director,actor","tt0445134,tt0220933,tt0909014"
nm11053620,Minehiro Yamaguchi,,,camera_department,tt10488412
nm11053621,Daiki Goto,,,camera_department,tt10488412
nm11053622,Akira Takahashi,,,camera_department,tt10488412
nm11053623,Ruth Hedley,,,,
nm11053624,Olga Zvyagelsky,,,,tt2053193
nm11053625,Tim Thomas,,,,tt2053193
nm11053626,Svetlana Grineva,,,,tt2053193
nm11053627,Amy McGrath,,,,tt2053193
nm11053628,Arnoldo Gonzales,,,,tt2053193
nm11053629,Mark Flechsig,,,,tt2053193
nm1105363,Richard Hinojosa,,,"actor,costume_designer,make_up_department","tt4200548,tt0303406"
nm11053630,Bradly M. Zug,,,,
nm11053631,Liuming Sun,,,art_department,tt10488412
nm11053632,Hui Xiang,,,"director,art_department","tt11187922,tt33762442,tt10488412"
nm11053633,Kangjian Ye,,,art_department,tt10488412
nm11053634,Hongguang Meng,,,art_department,tt10488412
nm11053635,Yuanfei Wang,,,art_director,tt10488412
nm11053636,Yu Zhan,,,"actor,art_director","tt12724286,tt10488412,tt28131856,tt32365684"
nm11053637,Kuniyasu Oto,,,art_director,tt10488412
nm11053638,Aaron LaRoche,,,actor,"tt28068596,tt11076596,tt15337398,tt26929606"
nm11053639,Gert Ehemann,,,sound_department,tt11113190
nm1105364,Brian Hinton,,,"make_up_department,actor,miscellaneous","tt0112581,tt1814519,tt0114216,tt0116148"
nm11053640,Heiko Winkler,,,sound_department,tt11113190
nm11053641,Peter Kolano,,,"miscellaneous,writer","tt12787106,tt33378474,tt12724054,tt17079276"
nm11053642,Fuxens,,,,
nm11053643,Aleksander Rakovski,,,director,tt11114384
nm11053644,Bogdan Marichkov,,,actor,tt11114384
nm11053645,Viktor Markov,,,actor,tt11114384
nm11053646,Mikhail Boyadzhiev,,,actor,tt11114384
nm11053647,Abdulaziz Alqattan,,,,
nm11053648,Tamaryn Moss,,,"cinematographer,editor",tt11114394
nm11053649,Stephanie Smith,,,,
nm1105365,Brandon Hirsch,,,"actor,producer,writer","tt7949624,tt4288182,tt6045840,tt6843446"
nm11053651,Austin Mitchell Ivanoski,,,actor,tt8047846
nm11053652,Naliyah Peterson-Williams,,,actress,"tt32141337,tt11114464,tt14272176,tt11372310"
nm11053653,Blane Solomon,,,actress,"tt27590910,tt15550378,tt11114464,tt22177770"
nm11053654,Vivi Matthews,,,actress,tt11114464
nm11053655,Nathan Dickenson,,,actor,tt11114464
nm11053656,Kiyoshi Sozo,,,camera_department,tt10488412
nm11053657,Tianyi Zhao,,,"costume_department,sound_department","tt10488412,tt3757072"
nm11053658,Atsuko Sato,,,costume_department,tt10488412
nm11053659,Lingling Chen,,,,
nm1105366,Yves Hirschfeld,,,"director,sound_department,actor","tt0324070,tt0490530,tt0490549,tt0305013"
nm11053660,Qin Wang,,,make_up_department,tt10488412
nm11053661,Mika Tanishi,,,make_up_department,tt10488412
nm11053662,Jianing Ge,,,sound_department,tt10488412
nm11053663,Peng Lai,,,sound_department,"tt7799334,tt10488412"
nm11053664,Jie Wang,,,sound_department,"tt15751210,tt10488412"
nm11053665,Jianqing Jiang,,,transportation_department,tt10488412
nm11053666,Honghai Zhu,,,transportation_department,tt10488412
nm11053667,Deshan Tu,,,transportation_department,tt10488412
nm11053668,Wende Huang,,,transportation_department,tt10488412
nm11053669,Takuya Takeda,,,sound_department,tt10488412
nm1105367,Matthias Hirsl,,,actor,tt0286451
nm11053670,Kalofer Khristov,,,actor,tt11114488
nm11053671,Yanqun Wang,,,sound_department,tt10488412
nm11053674,Maik Gaulke,,,,
nm11053675,Matthew Brassfield,,,,
nm11053676,Jason Crawford,,,,
nm11053677,Christopher Michael Dunn,,,,
nm11053678,Sophie Alexandra Hall,,,producer,"tt13897346,tt7818608"
nm11053679,Jennifer Burg Pelfrey,,,,
nm1105368,Jorg Hitzemann,,,"producer,editorial_department","tt27190972,tt0299128,tt32295932,tt13424482"
nm11053680,Patrick Harrison,,,,
nm11053681,Lauren Downard,,,,
nm11053682,Johnathan Belyeu,,,,
nm11053683,Potter Melissa,,,,
nm11053684,Jared Reich,,,,
nm11053685,Stiain Sandland,,,,
nm11053687,Robert Worth,,,,
nm11053688,Ron Milcoff,,,actor,tt11109170
nm11053689,Bryan Moose,,,,
nm1105369,Camilla Hjelm,1974.0,,"cinematographer,editorial_department,camera_department","tt3841424,tt0353186,tt2011311,tt1158889"
nm11053690,Tom Sica,,,,tt10219330
nm11053691,Aimee Goldcamp,,,,tt10219330
nm11053692,Bree Barney,,,,tt10219330
nm11053693,Kym Janke,,,,tt10219330
nm11053694,Jaimee Lafleur,,,,tt10219330
nm11053695,Catherine Wertis,,,,tt10219330
nm11053696,Joop Kuhn,,,,tt10219330
nm11053697,Jo Haddad,,,,tt10219330
nm11053698,Ian Chatfield,,,,tt10219330
nm11053699,Danny Ralf Munzo,,,actor,tt11076596
nm1105370,Elvira Hjortsberg,1973.0,,costume_department,"tt0837106,tt0112316,tt0347914,tt0302622"
nm11053700,Izaak Runkel Sunleaf,,,"actor,writer",tt11076596
nm11053701,Matthew Clarke,,,actor,tt11076596
nm11053702,Jon Schweppe,,,archive_footage,"tt28696475,tt28400608,tt13871784,tt14051022"
nm11053703,Edward Ring,,,,"tt14192050,tt6238614"
nm11053704,Mark Barrett,,,animation_department,"tt12361974,tt1630029,tt23137904,tt5302918"
nm11053705,Josh Saah,,,camera_department,tt9499884
nm11053707,Gunther Meisse,,,sound_department,tt9499884
nm11053708,Skylan Bracey,,,miscellaneous,"tt11707368,tt7136584,tt2100976,tt9499884"
nm11053709,Giuliana Musso,,,"art_department,costume_department,production_designer","tt13893190,tt23768070,tt15307230,tt10042788"
nm1105371,Cheryl Hnatiuk,,,art_department,tt0154100
nm11053710,Liana Fischer,,,"art_department,costume_department","tt22754212,tt19861162,tt20215392,tt11113234"
nm11053711,Francesca Chiofalo,,,miscellaneous,tt11113234
nm11053712,Fahad Al Msallami,,,sound_department,tt11097158
nm11053713,Jaco Galdino,,,"director,cinematographer,editor",tt11114542
nm11053714,Itamar dos Anjos,,,director,tt11114542
nm11053715,Helder Machado,,,cinematographer,tt11114542
nm11053716,Barbara Lara,,,cinematographer,tt11114542
nm11053717,Tina Mason,,,actor,tt11102994
nm11053718,Gherardo,,,,
nm1105372,Daryl Hoag,,,actor,tt0295047
nm11053720,Andressa Molinari,,,producer,tt11066176
nm11053721,Carolina Villalobos,,,producer,tt11066176
nm11053722,Gisele Moro,,,producer,tt11066176
nm11053723,Adamya Mehta,,,visual_effects,"tt0293429,tt3829266,tt5950044,tt10545296"
nm11053724,Krutika Lonandkar,,,visual_effects,"tt16366836,tt5433140,tt3794354,tt5971474"
nm11053726,Kibwe Lawrence,,,actor,"tt1830379,tt16369304,tt14980372"
nm11053727,Suzanna Missenbeger,,,actress,tt1830379
nm11053728,Kemanie L. Boothe,,,actor,tt1830379
nm11053729,Marlon Wizzard,,,actor,tt1830379
nm1105373,Jim Hoagland,,,"special_effects,camera_department",tt0087270
nm11053730,Leeroy Gray,,,actor,tt1830379
nm11053731,Quinn O'Connor,,,actor,"tt1830379,tt20197480"
nm11053732,Reuben Teller,,,actor,tt1830379
nm11053733,Boyd Anthony Grant,,,actor,tt1830379
nm11053734,Aksel Usten,,,,
nm11053735,Michal Kazimierczuk,,,actor,"tt7896062,tt11549698,tt6425794,tt9572668"
nm11053736,Karis Crimson,,,"actor,director,writer","tt30310805,tt14094882,tt12359950"
nm11053737,Marilha Naccari,,,producer,"tt11066176,tt14242710"
nm11053738,Tiago Santos,,,producer,tt11066176
nm11053739,Kato Butoye,,,actress,tt11114618
nm1105374,Marc Hobbs,,,actor,"tt0278035,tt1378283"
nm11053740,Griet Debacker,,,actress,tt11114618
nm11053741,Fernand De Nijs,,,actor,tt11114618
nm11053742,Ashley Benet,,,make_up_department,tt9543164
nm11053743,Jermaine Freeman,,,sound_department,tt9543164
nm11053744,Arianne Vallières,,,"make_up_department,script_department,sound_department","tt11051948,tt11422176"
nm11053745,Jane Bell,,,script_department,"tt11468842,tt11372180,tt10631722"
nm11053746,Delphine Giuliano,,,"director,actress,writer",tt11114706
nm11053747,Sunila Bholane,,,"producer,assistant_director","tt11091628,tt14026560,tt14028210"
nm11053748,Xander McLean,,,actor,tt5440212
nm11053749,Damen Roc,,,actor,tt11114722
nm1105375,Richmond P. Hobson Jr.,,,writer,"tt0127389,tt0159899"
nm11053750,Lance Brown,,,actor,tt11114722
nm11053751,Dodi Sutherland,,,actress,tt11114722
nm11053752,Scott Blaine,,,actor,tt11114722
nm11053753,Terry Young,,,actor,tt11114722
nm11053754,Sameer Ibrahim,,,,
nm11053755,Keziah Vokes,,,actress,tt10974810
nm11053756,Ian McGuirk,,,actor,tt4807978
nm11053757,S.H. Bean,,,cinematographer,tt4807978
nm11053758,Mary Curtin,,,"director,writer","tt4807978,tt11385304"
nm1105376,Morris Hodder,,,,tt0298062
nm11053760,Estefania Kröl,,,producer,tt32322570
nm11053761,Aura Ribeiro,,,actress,"tt0041225,tt11114160"
nm11053762,Ellie Gregoria,,,actress,"tt11114734,tt12082984,tt15677070"
nm11053763,Max Jenkins,,,actor,tt11114734
nm11053764,Josh Turner,,,cinematographer,tt11114734
nm11053766,John Neal,,,"producer,editor","tt22784502,tt32843252,tt0489618,tt1597648"
nm11053767,Leala Padmanabhan,,,"producer,miscellaneous","tt5803032,tt0489618"
nm11053768,Maia Bondici,,,miscellaneous,tt0489618
nm11053769,Albie Morrissey,,,"miscellaneous,assistant_director,producer","tt26008888,tt13683866,tt15483452,tt23059576"
nm1105377,Ingrid Hoehne,,,art_department,"tt0078964,tt0078716,tt0230969,tt0081390"
nm11053770,Georgia Stewardson,,,miscellaneous,"tt0229912,tt11595544,tt22784502,tt0489618"
nm11053771,Miles Emmanuel,,,miscellaneous,tt0489618
nm11053772,Sayali Mistry,,,art_director,tt11086286
nm11053773,Deepak Modi,,,producer,tt11086286
nm11053774,Dick Mijatovich,,,,
nm11053775,Edwina Knight,,,,
nm11053776,Vanessa J. Scull,,,actress,tt11076596
nm11053777,Joy Culbreath,,,,
nm11053778,Lena Lazovic,,,actress,"tt11081744,tt12802376"
nm11053779,Diana Petrova,,,"actress,editor,sound_department","tt11112252,tt12737816,tt35884387"
nm1105378,Sandra Hoerger,,,writer,"tt0260325,tt0157232,tt0492435"
nm11053780,Wioletta Budlewska,,,,tt11110800
nm11053781,Andrzej Budlewski,,,,tt11110800
nm11053782,Andreas Jost,,,,tt11110800
nm11053783,Pavel Andrs,,,,tt11110800
nm11053784,Marek Vavra,,,,tt11110800
nm11053785,Kati Bukucs,,,,tt11110800
nm11053786,Árpád Bella,,,miscellaneous,"tt4119270,tt1609137,tt11110800"
nm11053787,Michele Taylor,,,,
nm1105379,Phia Hokkanen,,,costume_department,"tt20561198,tt7715754,tt1472179,tt5514344"
nm11053792,Lily Dolin,,,,
nm11053793,Britta Tabrit,,,,
nm11053794,Paulina Hoppe,,,,tt0317001
nm11053795,Tayyar Guengoermues,,,,tt0317001
nm11053796,Dilana Guengoermues,,,,tt0317001
nm11053797,Ronay Arabaci,,,,tt0317001
nm11053798,Tobias Müller,,,,tt5458054
nm11053799,Vincent Legros,,,actor,tt10416900
nm1105380,Andrew Holbrooke,,,"cinematographer,producer,editor","tt0369647,tt0125837,tt0489342,tt0303394"
nm11053800,Alan Janmart,,,"sound_department,actor","tt11895902,tt9151170,tt10416900,tt7002578"
nm11053801,Tristão da Silva,,,,"tt0923955,tt31434993,tt14636606,tt12339500"
nm11053802,Fernanda Peres,,,,tt11114160
nm11053803,Akite Agnes,,,actress,"tt11342090,tt6023622,tt11116160"
nm11053804,Andrew Irvin,,,actor,tt11530154
nm11053805,Michelle Goodwin,,,"miscellaneous,actress",tt10959454
nm11053806,Ashley Geoghegan,,,"producer,actress,miscellaneous","tt31419825,tt10959454,tt26926062,tt37052595"
nm11053807,John Tusso,,,actor,tt10959454
nm11053808,Nicholas Carstairs,,,actor,tt11114784
nm11053809,Andre Baumann,,,,tt5458054
nm1105381,Alena Holcátová,,,actress,tt0305228
nm11053810,Rubika Liyaquat,,,,
nm11053811,Laurie Scheck,,,,tt5097492
nm11053812,Mooj Zadie,,,actor,"tt14444134,tt5097492"
nm11053815,Justin Ringsby,,,camera_department,tt5097492
nm11053816,Jochem Schausten,,,,tt0486535
nm11053817,Hermione Upton Speed,,,actress,"tt26547916,tt22436294,tt10313786,tt12580894"
nm11053818,Jean Schmitt,,,art_department,tt11026634
nm11053819,Nathan Jung,,,"actor,sound_department","tt11026634,tt16990504"
nm1105382,Hana Holcátová,,,actress,tt0305228
nm11053820,Birgül Akpinar,,,,tt5458054
nm11053821,Samantha Hare,,,casting_department,tt4299774
nm11053822,Afrika,,,actress,"tt0171896,tt0182810"
nm11053823,Alev Bahadir,,,,tt5458054
nm11053825,Jack Bekheet,,,"cinematographer,producer",tt11114806
nm1105383,Thomas Holland,,,make_up_department,"tt0163579,tt0134154,tt0159784,tt0144604"
nm11053831,Yongjoon Choi,,,"visual_effects,animation_department","tt14205554,tt6673612,tt4777008,tt13176330"
nm11053832,Ritika Sharma,,,,
nm11053833,Haris Varthakouris,,,"composer,actor","tt30870196,tt2502186,tt13179356,tt7768204"
nm11053834,Adelina Teloni-Varthakouri,,,archive_footage,"tt12434902,tt11538074,tt11114814,tt13949384"
nm11053835,Stavros Thomaidis,,,editor,tt11114814
nm11053836,Vasilis Karonis,,,"editor,editorial_department","tt33029543,tt26457432,tt20427450,tt27760123"
nm11053837,Haris Bousios,,,editor,tt11114814
nm11053838,Alex Macias,,,actor,tt11114816
nm11053839,Angel Diaz,,,actor,tt11114816
nm1105384,Bev Hollingsworth,,,make_up_department,tt0305462
nm11053840,Zenreinhearth,,,,
nm11053841,Günter Pfaff,,,,tt5458054
nm11053842,Florian Kling,,,actor,"tt35231743,tt5458054,tt0465852"
nm11053844,Annie C.,,,actor,tt12712566
nm11053847,Kim Reisenbichler,,,,
nm11053848,Roisin Abbott,,,"art_department,production_designer","tt9032400,tt27131358,tt2201227,tt14531842"
nm11053849,Antonio Robinson,,,actor,tt11946480
nm1105385,Karl Hollitzer,,,costume_designer,tt0015360
nm11053850,Arlen Gates,,,producer,"tt11589972,tt10422772"
nm11053851,Christopher Prud'homme,,,,
nm11053852,Gabriel Chinonye Ugwu,,,actor,"tt22248714,tt10934952,tt21422206"
nm11053853,Lukás Hlavatý,,,actor,tt10934952
nm11053854,Irena Velísková,,,actress,tt10934952
nm11053855,Margarita Rocha,,,,tt10987794
nm11053856,Blanca Oyanguren,,,writer,"tt33984626,tt10987794"
nm11053857,Ronnie Price,,,actor,tt11112180
nm11053858,Stefan Brink,1966.0,,,"tt5458054,tt0465838"
nm11053859,Lucas-Johannes Herzog,,,,tt5458054
nm1105386,Felicitas Holzheu,,,actress,tt0304674
nm11053860,Tyler Lenon,,,,
nm11053861,Adrianna Lambert,,,cinematographer,tt11114874
nm11053862,Shelly Adamson,,,actor,"tt11120100,tt11114876,tt11120160"
nm11053863,Joseph Wisenblit,,,,
nm11053864,Josephine Hundborg,,,actor,tt11114904
nm11053865,Ulrike Weiler,,,,tt5458054
nm11053866,Abigail Frantz,,,,
nm11053867,Bernard Wallace Jr.,,,,
nm11053868,Július Mladý,,,"camera_department,miscellaneous","tt0056885,tt26383890"
nm11053869,J. Krcmárik,,,miscellaneous,tt0056885
nm1105387,The Hoosier Hotshots,,,"actor,soundtrack,archive_footage","tt0379865,tt0119237,tt0038428,tt0039690"
nm11053870,Jozef Kovácik,1935.0,2014.0,miscellaneous,tt0056885
nm11053871,C. Kafana,,,miscellaneous,tt0056885
nm11053872,T. Sivák,,,miscellaneous,tt0056885
nm11053873,K. Kubák,,,miscellaneous,tt0056885
nm11053874,K. Strnal,,,miscellaneous,tt0056885
nm11053875,Kristy Forrester,,,,tt9303692
nm11053876,Michael Kern,,,,tt5458054
nm11053877,Jolina Belle Weihs Eriksson,,,actress,tt11114924
nm11053878,Estrid Kihlander,,,actress,tt11114924
nm11053879,Lukas Engblom,,,actor,tt11114924
nm1105388,Dimitris Hoptiris,,,actor,"tt0184513,tt0263701,tt0231802,tt0051065"
nm11053880,Sven,,,actor,tt10680606
nm11053881,Sweety Pie,,,actress,tt2945626
nm11053882,Daniel Booty,,,actor,tt2945626
nm11053883,Daryl Deep,,,actor,tt2945626
nm11053884,Dookie,,,actor,tt2945626
nm11053885,Jordan Jizman,,,actor,tt2945626
nm11053886,Shadoo Me,,,actor,tt2945626
nm11053887,Starr Cross,,,actress,tt2945626
nm11053888,Vicky Blake,,,actress,tt2945626
nm11053889,Cl Carr,,,"writer,producer",tt11114934
nm11053890,Michael Carr,,,,tt11114934
nm11053891,Joe Carr,,,,tt11114934
nm11053892,Gisellma Firmansyah,,,actress,"tt8948208,tt10656188,tt28857853,tt35052078"
nm11053893,Madeleine Hedenland,,,camera_department,tt11112176
nm11053894,Eustace Meade,,,actor,
nm11053895,Juan Pino Rodil,,,"actor,director,writer","tt14794464,tt15602380,tt18127622,tt26451073"
nm11053896,Missy Toy Ozeas,,,camera_department,"tt0103484,tt10945036"
nm11053897,Lance Mitchell,,,camera_department,tt0103484
nm11053898,Roger Cohen,,,camera_department,"tt0103484,tt12225618,tt4129004,tt0251497"
nm11053899,Alexandra Pérez,,,actress,tt11114986
nm1105390,Xenia Horn,,,"costume_designer,producer","tt0234536,tt0149512"
nm11053900,Lizette Trujillo,,,archive_footage,
nm11053901,Nilay Weeknd,,,,
nm11053902,Rachna Anand,,,actress,tt11115000
nm11053903,T. Malene,,,,
nm11053904,Amritha Varma,,,actress,tt11115000
nm11053905,Kaylene Tan,,,writer,"tt30318172,tt30948234,tt11115000,tt15111724"
nm11053906,Uma Rajan,,,writer,tt11115000
nm11053907,Harley,,,actor,tt6542108
nm11053908,Lee James,,,"actor,writer","tt2261391,tt10802170"
nm11053909,Cizn Reid,,,,
nm1105391,Evan Hoskins,,,actor,tt0379142
nm11053910,Coleen Cho,,,producer,tt11114808
nm11053911,Rean Corales,,,producer,tt11114808
nm11053913,Eric Fernandez,,,"camera_department,producer","tt13635212,tt5097492,tt14540468,tt11625626"
nm11053917,Architetto,,,actor,tt4153144
nm11053919,Charlotte Pirroni,,,,"tt0478540,tt2878232"
nm1105392,Róbert Hrutka,1967.0,,"composer,music_department,actor","tt4964310,tt1683040,tt1235075,tt14466284"
nm11053920,Alexandra Pouzet,,,costume_department,"tt5732804,tt2878232"
nm11053921,Maxime Lepriellec,,,miscellaneous,tt2878232
nm11053925,Atlas Sarrafoglu,,,,tt11115026
nm11053926,Murat Can Tonbil,,,,tt11115026
nm11053927,Rüya Aygunes,,,,tt11115026
nm11053928,Samra Somer,,,,tt11115026
nm11053929,Selin Ezgi Yilmaz,,,,tt11115026
nm1105393,Gail Huddleson,,,"editor,cinematographer,editorial_department","tt1244646,tt1421383,tt1463408,tt11007470"
nm11053930,Talya Özgüven,,,,tt11115026
nm11053931,Ellie Shakiba,,,,
nm11053932,Tim Clark,,,assistant_director,tt0103484
nm11053933,Jade Hardy,,,"casting_department,miscellaneous","tt1200263,tt5555260,tt0103484"
nm11053934,Gemma Le,,,actress,tt8913956
nm11053935,Sergiy Hayenko,,,"production_manager,actor,camera_department","tt7736212,tt9049560,tt5017008,tt6386486"
nm11053937,Robert Catlin,,,,
nm11053938,Dhrumil Soni,,,miscellaneous,tt7514414
nm1105394,Amor Huerta,,,actress,"tt0299956,tt0378226,tt0310572,tt1220268"
nm11053940,The Renaissance Singers,,,music_department,tt0202483
nm11053941,Mufasa Major,,,actor,tt11094676
nm11053942,Raven Dyess,,,"actress,miscellaneous","tt11094676,tt21158720"
nm11053943,Marciel Silva,,,,tt10150334
nm11053944,Rose Marie Ritter,,,actress,"tt11115112,tt21906670,tt11115076"
nm11053945,Leo Nadelmann,,,"director,writer","tt0179586,tt11115076,tt23725182"
nm11053946,Hitomi Shogawa,,,actress,"tt23638846,tt32513973,tt9679542,tt16755706"
nm11053947,Zanij'ah Gardner,,,"miscellaneous,costume_department,producer","tt14120534,tt11094676,tt14063098"
nm11053948,Leonardo Valeri,,,actor,tt7573024
nm11053949,Jeremy Rothschild,,,producer,tt10091680
nm1105395,Sabrina Huffman,,,"editor,actress","tt0330175,tt0303284"
nm11053950,Marilyn Phillips,,,,
nm11053951,Ramesh Venkoba,,,,
nm11053955,Alexandru Rusu,,,art_department,"tt18557754,tt14188716,tt11107756,tt22182258"
nm11053956,Marian Rusu,,,art_department,tt11107756
nm11053957,Marius Stanica,1995.0,,"production_designer,art_director,director","tt35852865,tt32276639,tt23915738,tt16231278"
nm11053958,Kira Maria Stan,,,script_department,"tt31123933,tt8716196,tt11107756,tt34571194"
